"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2016/09/30";"3,448043";"8428632277";"0";"9684875,59";"0,11%";"2,24%";"1,56%";"5,74%";"8,28%";"10,04%";"8,78%"
"2016/09/29";"3,450092";"8423950362";"0";"2806090,46";"0,03%";"2,32%";"1,69%";"5,85%";"8,33%";"9,97%";"8,79%"
"2016/09/28";"3,449549";"8419818892";"0";"-6405311,11";"-0,08%";"2,51%";"1,76%";"5,96%";"8,32%";"9,82%";"8,78%"
"2016/09/27";"3,454087";"8437309190";"0";"-26610151,3";"-0,31%";"2,96%";"1,9%";"6%";"8,37%";"9,82%";"8,8%"
"2016/09/26";"3,453089";"8461473835";"0";"9992545,75";"0,12%";"3,62%";"1,87%";"5,97%";"8,28%";"10,06%";"8,8%"
"2016/09/23";"3,453521";"8452538615";"0";"-5479238,94";"-0,06%";"2,62%";"1,92%";"6,09%";"8,42%";"10,13%";"8,84%"
"2016/09/22";"3,453011";"8456768813";"0";"-930744,87";"-0,01%";"2,85%";"2,39%";"6,21%";"8,4%";"9,97%";"8,84%"
"2016/09/21";"3,449043";"8447980460";"0";"4184887,65";"0,05%";"2,83%";"2,18%";"6,23%";"8,36%";"9,86%";"8,77%"
"2016/09/20";"3,44906";"8443837191";"0";"5826067,7";"0,07%";"2,94%";"2,39%";"6,52%";"8,36%";"9,78%";"8,75%"
"2016/09/19";"3,447755";"8434818484";"0";"1144116,97";"0,01%";"3,15%";"2,35%";"6,47%";"8,23%";"9,69%";"8,76%"
"2016/09/16";"3,432561";"8396507791";"0";"-731076,3";"-0,01%";"2,71%";"2,2%";"6,49%";"8,47%";"9,52%";"8,69%"
"2016/09/15";"3,427871";"8385765495";"0";"1842202,42";"0,02%";"2,49%";"2,22%";"6,12%";"8,62%";"9,48%";"8,68%"
"2016/09/14";"3,42921";"8387198233";"0";"-3307039,52";"-0,04%";"2,46%";"2,26%";"6,23%";"8,63%";"9,56%";"8,7%"
"2016/09/13";"3,43183";"8396915823";"0";"13568949,08";"0,16%";"2,32%";"2,34%";"6,51%";"8,66%";"9,48%";"8,73%"
"2016/09/12";"3,42611";"8369373937";"0";"5830222,62";"0,07%";"1,98%";"2,16%";"6,33%";"8,77%";"9,44%";"8,72%"
"2016/09/09";"3,431616";"8376984518";"0";"-3234867,91";"-0,04%";"2,15%";"2,66%";"6,53%";"9,17%";"9,31%";"8,75%"
"2016/09/08";"3,436577";"8392334456";"0";"10476816,82";"0,13%";"2,66%";"2,72%";"6,79%";"9,33%";"9,23%";"8,77%"
"2016/09/07";"3,432559";"8372057683";"0";"-3514982,79";"-0,04%";"2,72%";"2,43%";"6,69%";"9,29%";"9,22%";"8,76%"
"2016/09/06";"3,425257";"8357755512";"0";"7630444,68";"0,09%";"2,59%";"2,38%";"6,56%";"9,21%";"9,29%";"8,73%"
"2016/09/05";"3,422509";"8343425966";"0";"-16481694,56";"-0,2%";"2,65%";"2,3%";"6,47%";"9,2%";"9,33%";"8,72%"
"2016/09/02";"3,420799";"8355730771";"0";"2701557,15";"0,03%";"2,67%";"2,31%";"6,63%";"9,05%";"9,37%";"8,74%"
"2016/09/01";"3,430051";"8375621078";"0";"-31868855,26";"-0,38%";"2,9%";"2,41%";"6,83%";"9,17%";"9,44%";"8,76%"
"2016/08/31";"3,43303";"8414791840";"0";"8174528,63";"0,1%";"2,98%";"2,81%";"6,8%";"9,2%";"9,47%";"8,76%"
"2016/08/30";"3,434498";"8410212070";"0";"28500248,74";"0,34%";"2,87%";"2,86%";"6,92%";"9,21%";"9,49%";"8,78%"
"2016/08/29";"3,431659";"8374783391";"0";"8316082,48";"0,1%";"2,82%";"2,77%";"6,83%";"9,25%";"9,49%";"8,78%"
"2016/08/26";"3,432011";"8367325493";"0";"31812,27";"0%";"2,86%";"2,66%";"7,2%";"9,08%";"9,53%";"8,78%"
"2016/08/25";"3,431017";"8364870294";"0";"-4930704,83";"-0,06%";"2,73%";"2,65%";"7,07%";"9,07%";"9,48%";"8,77%"
"2016/08/24";"3,437076";"8384581638";"0";"4751825,77";"0,06%";"2,7%";"2,73%";"7,26%";"9,14%";"9,68%";"8,8%"
"2016/08/23";"3,43726";"8380278417";"0";"-1286124,83";"-0,02%";"2,71%";"3,11%";"6,53%";"9,14%";"9,45%";"8,76%"
"2016/08/22";"3,439224";"8386353645";"0";"2502723,94";"0,03%";"3,05%";"3,18%";"6,59%";"9,14%";"9,46%";"8,77%"
"2016/08/19";"3,439277";"8383980120";"0";"-4654743,86";"-0,06%";"3,26%";"3,4%";"6,59%";"9,19%";"9,53%";"8,79%"
"2016/08/18";"3,436854";"8382724999";"0";"-6791129,92";"-0,08%";"2,91%";"3,41%";"6,45%";"9,16%";"9,4%";"8,78%"
"2016/08/17";"3,433121";"8380403707";"0";"12554824,12";"0,15%";"2,79%";"3,38%";"6,29%";"9,12%";"9,53%";"8,73%"
"2016/08/16";"3,436745";"8376681978";"0";"7545303,98";"0,09%";"2,93%";"3,46%";"6,37%";"9,16%";"9,72%";"8,75%"
"2016/08/15";"3,435526";"8366168174";"0";"-5170404,27";"-0,06%";"2,89%";"3,52%";"6,34%";"8,9%";"9,75%";"8,75%"
"2016/08/12";"3,430375";"8358787148";"0";"52124750,47";"0,63%";"2,52%";"3,54%";"6,44%";"8,69%";"9,79%";"8,7%"
"2016/08/11";"3,430549";"8307083739";"0";"-4375211,31";"-0,05%";"2,48%";"3,71%";"6,7%";"8,72%";"9,9%";"8,7%"
"2016/08/10";"3,426355";"8301297819";"0";"-29574002,92";"-0,36%";"2,26%";"3,5%";"6,94%";"8,68%";"9,91%";"8,67%"
"2016/08/09";"3,421756";"8319689770";"0";"10654230,87";"0,13%";"1,93%";"3,38%";"6,92%";"8,63%";"10%";"8,66%"
"2016/08/08";"3,416332";"8295864463";"0";"-1041439,47";"-0,01%";"1,77%";"2,94%";"6,75%";"8,66%";"9,96%";"8,64%"
"2016/08/05";"3,415527";"8294950879";"0";"5909319,69";"0,07%";"1,98%";"2,87%";"6,62%";"8,71%";"10,02%";"8,69%"
"2016/08/04";"3,40842";"8271793791";"0";"14238152,66";"0,17%";"1,88%";"2,51%";"6,42%";"8,72%";"9,62%";"8,67%"
"2016/08/03";"3,410979";"8263755310";"0";"-6700485,3";"-0,08%";"1,74%";"2,49%";"6,73%";"8,75%";"9,59%";"8,68%"
"2016/08/02";"3,421987";"8297146425";"0";"26171587,9";"0,32%";"2,18%";"2,9%";"7,17%";"8,86%";"9,59%";"8,69%"
"2016/08/01";"3,42972";"8289665571";"0";"4345948,69";"0,05%";"2,3%";"3,02%";"7,41%";"8,83%";"9,63%";"8,7%"
"2016/07/29";"3,427428";"8279782741";"0";"13215895,28";"0,16%";"2,24%";"3,42%";"7,17%";"8,9%";"9,64%";"8,67%"
"2016/07/28";"3,426572";"8264502271";"0";"5681973,33";"0,07%";"2,08%";"3,69%";"6,91%";"8,67%";"9,62%";"8,67%"
"2016/07/27";"3,418158";"8238540638";"0";"-6090435,42";"-0,07%";"1,61%";"3,92%";"6,48%";"8,58%";"9,54%";"8,65%"
"2016/07/26";"3,418015";"8244286156";"0";"10306727,41";"0,13%";"0,93%";"4%";"6,38%";"8,58%";"9,54%";"8,66%"
"2016/07/25";"3,409718";"8213992001";"0";"-4976034,32";"-0,06%";"0,5%";"3,69%";"6,12%";"8,52%";"9,48%";"8,62%"
"2016/07/22";"3,408673";"8216449111";"0";"2997913,74";"0,04%";"0,43%";"3,66%";"6,33%";"8,43%";"9,47%";"8,64%"
"2016/07/21";"3,410894";"8218802862";"0";"18034831,52";"0,22%";"0,39%";"3,84%";"6,49%";"8,45%";"9,5%";"8,65%"
"2016/07/20";"3,414241";"8208815179";"0";"23049307,39";"0,28%";"0,49%";"3,81%";"6,4%";"8,49%";"9,52%";"8,66%"
"2016/07/19";"3,421631";"8203483663";"0";"-17630467,06";"-0,21%";"0,69%";"4,32%";"6,8%";"8,57%";"9,55%";"8,71%"
"2016/07/18";"3,423565";"8225760930";"0";"-411680,03";"-0%";"0,9%";"4,28%";"6,86%";"8,41%";"9,62%";"8,73%"
"2016/07/15";"3,428815";"8238787357";"0";"-39027977,13";"-0,47%";"0,98%";"4,27%";"7,43%";"8,41%";"9,64%";"8,8%"
"2016/07/14";"3,428025";"8275908123";"0";"-8297687,68";"-0,1%";"0,98%";"4,1%";"7,41%";"8,41%";"9,66%";"8,8%"
"2016/07/13";"3,416534";"8256436524";"0";"22963233";"0,28%";"0,68%";"3,88%";"6,9%";"8,28%";"9,6%";"8,74%"
"2016/07/12";"3,416342";"8233010592";"0";"-12961464,05";"-0,16%";"1,07%";"4,21%";"7%";"8,28%";"9,63%";"8,72%"
"2016/07/11";"3,40827";"8226488794";"0";"-5748579,35";"-0,07%";"0,85%";"4,4%";"6,74%";"8,25%";"9,52%";"8,69%"
"2016/07/08";"3,40703";"8229242313";"0";"13555727,73";"0,17%";"1,16%";"4,36%";"7,71%";"8,14%";"9,51%";"8,77%"
"2016/07/07";"3,402107";"8203815300";"0";"2869104,65";"0,03%";"0,87%";"3,9%";"7,31%";"8,03%";"9,49%";"8,75%"
"2016/07/06";"3,401032";"8198354855";"0";"22530739,8";"0,28%";"0,79%";"4,06%";"7,65%";"8,02%";"9,47%";"8,78%"
"2016/07/05";"3,389619";"8148388125";"0";"20401914,17";"0,25%";"0,28%";"3,62%";"6,99%";"7,9%";"9,41%";"8,73%"
"2016/07/04";"3,387415";"8122701227";"0";"-8283283,77";"-0,1%";"0,06%";"3,55%";"6,92%";"8,03%";"9,46%";"8,72%"
"2016/07/01";"3,387162";"8130377222";"0";"-1823760,26";"-0,02%";"0,01%";"3,56%";"6,94%";"8,43%";"9,46%";"8,77%"
"2016/06/30";"3,372531";"8097073571";"0";"-7717525,63";"-0,1%";"-0,67%";"3,12%";"6,6%";"8,5%";"9,37%";"8,72%"
"2016/06/29";"3,371745";"8102902199";"0";"5756492,9";"0,07%";"-0,62%";"3,09%";"6,94%";"8,49%";"9,36%";"8,7%"
"2016/06/28";"3,364982";"8080904562";"0";"-2718417,34";"-0,03%";"-0,73%";"2,86%";"6,07%";"8,41%";"9,33%";"8,65%"
"2016/06/27";"3,35473";"8058994823";"0";"9846214,49";"0,12%";"-1,03%";"2,66%";"5,75%";"8,52%";"9,28%";"8,6%"
"2016/06/24";"3,332412";"7995600067";"0";"-9840531,11";"-0,12%";"-1,69%";"1,97%";"5,18%";"8,74%";"9,12%";"8,51%"
"2016/06/23";"3,365426";"8084750004";"0";"13294370,59";"0,17%";"-0,68%";"2,98%";"6,26%";"8,7%";"9,22%";"8,62%"
"2016/06/22";"3,357194";"8051712450";"0";"-1035500,83";"-0,01%";"-0,45%";"2,82%";"6,42%";"8,62%";"9,05%";"8,55%"
"2016/06/21";"3,354098";"8045321717";"0";"26470399,11";"0,33%";"-0,63%";"2,84%";"6,69%";"8,58%";"9,18%";"8,54%"
"2016/06/20";"3,350714";"8010760978";"0";"-856765,55";"-0,01%";"-0,53%";"3,11%";"6,58%";"8,34%";"9,17%";"8,51%"
"2016/06/17";"3,342607";"7992233760";"0";"-5450017,82";"-0,07%";"-0,69%";"3,05%";"6,5%";"7,7%";"9,1%";"8,49%"
"2016/06/16";"3,341898";"7995987390";"0";"-10394542,42";"-0,13%";"-0,5%";"3,29%";"6,66%";"7,82%";"9,11%";"8,49%"
"2016/06/15";"3,344571";"8012785796";"0";"2713169,17";"0,03%";"-0,27%";"3,56%";"6,75%";"7,85%";"9%";"8,4%"
"2016/06/14";"3,346824";"8015468444";"0";"-5152516,89";"-0,06%";"-0,2%";"3,41%";"6,13%";"7,88%";"9,05%";"8,43%"
"2016/06/13";"3,354174";"8038235142";"0";"14775581,81";"0,18%";"0,02%";"3,58%";"6,37%";"8,25%";"9,1%";"8,46%"
"2016/06/10";"3,359434";"8036041912";"0";"-10630596,41";"-0,13%";"0,08%";"3,4%";"6,61%";"8,12%";"9,13%";"8,45%"
"2016/06/09";"3,359266";"8046270107";"";"8584905,15";"0,11%";"0,5%";"3,24%";"6,02%";"7,97%";"9,15%";"8,45%"
"2016/06/08";"3,347541";"8009630901";"0";"9869076,13";"0,12%";"0,05%";"2,93%";"5,37%";"7,84%";"9,08%";"8,41%"
"2016/06/07";"3,341663";"7985714917";"0";"13355088,48";"0,17%";"-0,29%";"2,85%";"4,66%";"7,78%";"9,07%";"8,39%"
"2016/06/06";"3,338899";"7965765626";"0";"9195409";"0,12%";"-0,2%";"2,9%";"4,57%";"7,76%";"9,1%";"8,37%"
"2016/06/03";"3,334038";"7944986492";"0";"7227627,76";"0,09%";"-0,3%";"2,1%";"4,32%";"7,49%";"9,05%";"8,38%"
"2016/06/02";"3,331819";"7932475815";"0";"-1324826,95";"-0,02%";"-0,35%";"2,05%";"4,38%";"7,5%";"9,07%";"8,37%"
"2016/06/01";"3,333441";"7937662984";"0";"-3127317,21";"-0,04%";"-0,47%";"1,86%";"4,42%";"7,51%";"9,09%";"8,37%"
"2016/05/31";"3,333652";"7941292937";"0";"7676814,33";"0,1%";"-0,16%";"1,77%";"4,35%";"7,52%";"9,07%";"8,38%"
"2016/05/30";"3,338654";"7945520169";"0";"31712555,47";"0,4%";"-0,01%";"1,92%";"4,5%";"7,51%";"9,12%";"8,4%"
"2016/05/27";"3,337504";"7911081701";"0";"33061965,05";"0,42%";"-0,17%";"1,87%";"4,92%";"7,15%";"9,14%";"8,4%"
"2016/05/26";"3,336492";"7875630958";"0";"2553234,03";"0,03%";"-0,2%";"1,8%";"4,93%";"7,09%";"9,06%";"8,39%"
"2016/05/25";"3,339728";"7880713672";"0";"-13062459,23";"-0,17%";"-0,08%";"1,9%";"5,11%";"7,12%";"9,06%";"8,43%"
"2016/05/24";"3,346603";"7910025871";"0";"21020088,03";"0,27%";"0,03%";"2,12%";"5,32%";"7,19%";"9,11%";"8,45%"
"2016/05/23";"3,346622";"7889050572";"0";"-93114694,68";"-1,17%";"0,39%";"1,96%";"5,32%";"7,24%";"9,1%";"8,46%"
"2016/05/20";"3,337332";"7960007307";"0";"26925207,82";"0,34%";"0,33%";"1,76%";"5,22%";"6,95%";"9,03%";"8,41%"
"2016/05/19";"3,330571";"7917010708";"0";"-759163,2";"-0,01%";"0,13%";"1,82%";"5,17%";"6,88%";"8,99%";"8,38%"
"2016/05/18";"3,339596";"7939225013";"0";"23643970,6";"0,3%";"0,49%";"2,16%";"5,44%";"6,98%";"9,12%";"8,42%"
"2016/05/17";"3,340069";"7916702157";"0";"23499817,31";"0,3%";"0,58%";"2,15%";"5,68%";"6,98%";"9,15%";"8,4%"
"2016/05/13";"3,338992";"7890657189";"0";"26430174,01";"0,34%";"0,78%";"2,5%";"5,9%";"7,23%";"9,09%";"8,38%"
"2016/05/12";"3,34619";"7881180247";"0";"11813183,82";"0,15%";"1%";"2,77%";"6,38%";"7,32%";"9,18%";"8,4%"
"2016/05/11";"3,347369";"7872139764";"0";"-10098334,78";"-0,13%";"1,19%";"2,78%";"5,8%";"7,34%";"9,14%";"8,4%"
"2016/05/10";"3,350601";"7889848671";"0";"10859678,13";"0,14%";"1,21%";"2,87%";"6%";"7,37%";"9,18%";"8,41%"
"2016/05/09";"3,35685";"7893683611";"0";"63087194,81";"0,81%";"1,42%";"2,95%";"6,2%";"7,29%";"9,22%";"8,42%"
"2016/05/06";"3,356883";"7830673396";"0";"1282611,85";"0,02%";"1,1%";"2,82%";"6,13%";"7,42%";"9,24%";"8,43%"
"2016/05/05";"3,349224";"7811527396";"0";"2220081,8";"0,03%";"0,87%";"2,62%";"5,4%";"7,29%";"9,23%";"8,41%"
"2016/05/04";"3,345622";"7800908615";"0";"180798,07";"0%";"0,63%";"2,49%";"5,2%";"7,25%";"9,21%";"8,39%"
"2016/05/03";"3,352736";"7817314980";"0";"39094721,35";"0,5%";"0,74%";"2,78%";"5,31%";"7,33%";"9,27%";"8,41%"
"2016/05/02";"3,348854";"7769214166";"0";"10193184,55";"0,13%";"0,7%";"2,66%";"5,19%";"7,51%";"9,2%";"8,41%"
"2016/04/29";"3,352493";"7767452247";"0";"18373750,35";"0,24%";"1,16%";"2,65%";"4,73%";"7,79%";"9,24%";"8,44%"
"2016/04/28";"3,356849";"7759147119";"0";"14700154,49";"0,19%";"1,58%";"2,64%";"4,61%";"7,9%";"9,27%";"8,45%"
"2016/04/27";"3,364056";"7761073935";"0";"10251308,9";"0,13%";"2,28%";"2,94%";"4,83%";"7,98%";"9,31%";"8,48%"
"2016/04/26";"3,386592";"7802745822";"0";"24093039,02";"0,31%";"3,04%";"3,67%";"5,55%";"8,22%";"9,47%";"8,56%"
"2016/04/25";"3,392588";"7792424977";"0";"21779760,96";"0,28%";"3,17%";"4,19%";"5,74%";"8,14%";"9,51%";"8,58%"
"2016/04/22";"3,393967";"7773803784";"0";"41109062,63";"0,53%";"3,21%";"4,23%";"5,9%";"8,35%";"9,52%";"8,62%"
"2016/04/21";"3,397692";"7741181630";"0";"324053,75";"0%";"3,44%";"4,36%";"5,96%";"8,36%";"9,56%";"8,63%"
"2016/04/20";"3,39755";"7740534062";"0";"5043017,87";"0,07%";"3,31%";"4,32%";"5,93%";"8,35%";"9,55%";"8,64%"
"2016/04/19";"3,398281";"7737155374";"0";"13703109,35";"0,18%";"3,61%";"4,24%";"5,9%";"8,36%";"9,64%";"8,63%"
"2016/04/18";"3,393011";"7711474858";"0";"25720823,29";"0,33%";"3,35%";"4,02%";"5,73%";"8,38%";"9,56%";"8,64%"
"2016/04/15";"3,395615";"7691652543";"0";"-10554562,23";"-0,14%";"3,26%";"4,05%";"5,68%";"8,53%";"9,57%";"8,66%"
"2016/04/14";"3,394819";"7700401554";"0";"20839135,92";"0,27%";"3,09%";"3,87%";"5,81%";"8,61%";"9,58%";"8,65%"
"2016/04/13";"3,393353";"7676246118";"0";"22704937,1";"0,3%";"3,18%";"3,69%";"5,79%";"8,59%";"9,55%";"8,65%"
"2016/04/12";"3,380298";"7624096269";"0";"19320341,48";"0,25%";"3,11%";"3,35%";"5,19%";"8,45%";"9,48%";"8,6%"
"2016/04/11";"3,379514";"7603012135";"0";"13379665,58";"0,18%";"3,52%";"3,09%";"5,16%";"8,5%";"9,41%";"8,61%"
"2016/04/08";"3,367866";"7563473667";"0";"54126793,29";"0,72%";"3,16%";"2,83%";"4,76%";"8,46%";"9,4%";"8,59%"
"2016/04/07";"3,372878";"7520522154";"0";"12715970,78";"0,17%";"3,01%";"3,14%";"5,29%";"8,73%";"9,45%";"8,6%"
"2016/04/06";"3,374474";"7511358775";"0";"35931076,94";"0,48%";"3,25%";"3,18%";"5,53%";"8,75%";"9,43%";"8,6%"
"2016/04/05";"3,380227";"7488172243";"0";"-1139658,9";"-0,02%";"3,33%";"3,48%";"5,71%";"8,81%";"9,54%";"8,63%"
"2016/04/04";"3,385375";"7500717934";"0";"21571444,15";"0,29%";"3,48%";"3,8%";"5,87%";"8,84%";"9,64%";"8,64%"
"2016/04/01";"3,386951";"7482628271";"0";"2316672,91";"0,03%";"3,55%";"3,86%";"6,03%";"9,22%";"9,68%";"8,66%"
"2016/03/31";"3,391604";"7490588065";"0";"3612947,2";"0,05%";"3,69%";"4,01%";"5,91%";"9,27%";"9,7%";"8,68%"
"2016/03/30";"3,395147";"7494796300";"0";"8085719,82";"0,11%";"3,81%";"4,12%";"5,95%";"9,31%";"9,72%";"8,68%"
"2016/03/29";"3,392769";"7481466802";"0";"13318488,79";"0,18%";"3,74%";"4,09%";"5,86%";"9,28%";"9,72%";"8,68%"
"2016/03/24";"3,389747";"7461496300";"0";"322342,37";"0%";"3,73%";"3,87%";"5,58%";"9,55%";"9,73%";"8,65%"
"2016/03/23";"3,388408";"7458226684";"0";"18185264,39";"0,25%";"3,69%";"4,09%";"5,43%";"9,54%";"9,77%";"8,63%"
"2016/03/22";"3,372327";"7404731827";"0";"13566207,81";"0,18%";"3,28%";"3,73%";"5,16%";"9,37%";"9,67%";"8,57%"
"2016/03/21";"3,375402";"7397905130";"0";"13095143,49";"0,18%";"3,49%";"3,96%";"5,26%";"9,3%";"9,68%";"8,57%"
"2016/03/18";"3,368596";"7369919607";"0";"3174295,21";"0,04%";"3,66%";"4,03%";"6,12%";"9,29%";"9,68%";"8,55%"
"2016/03/17";"3,365884";"7360814469";"0";"6552733,65";"0,09%";"3,77%";"4,34%";"6,13%";"9,22%";"9,68%";"8,54%"
"2016/03/16";"3,358806";"7338796715";"0";"11809702,75";"0,16%";"3,82%";"4,2%";"6%";"9,14%";"9,64%";"8,57%"
"2016/03/11";"3,353513";"7315440724";"0";"126430492,49";"1,76%";"3,56%";"4,08%";"5,94%";"9,07%";"9,73%";"8,54%"
"2016/03/10";"3,356655";"7195745816";"0";"21318422,97";"0,3%";"3,32%";"4,29%";"6,05%";"8,97%";"9,71%";"8,55%"
"2016/03/09";"3,342559";"7144298968";"0";"8591196,86";"0,12%";"2,72%";"3,77%";"4,94%";"8,82%";"9,59%";"8,51%"
"2016/03/08";"3,345705";"7142423864";"0";"17627462,76";"0,25%";"2,87%";"3,97%";"4,19%";"8,86%";"9,66%";"8,49%"
"2016/03/07";"3,35126";"7136625969";"0";"24352324,57";"0,34%";"3,14%";"4,16%";"4,36%";"8,96%";"9,59%";"8,52%"
"2016/03/04";"3,345531";"7100115168";"0";"9644068,65";"0,14%";"3,11%";"4,08%";"3,86%";"8,85%";"9,56%";"8,48%"
"2016/03/03";"3,344198";"7087645958";"0";"6028117,36";"0,09%";"2,41%";"4,11%";"3,58%";"8,76%";"9,52%";"8,48%"
"2016/03/02";"3,343446";"7080025418";"0";"-5193421,64";"-0,07%";"2,4%";"4,21%";"3,39%";"8,75%";"9,53%";"8,47%"
"2016/03/01";"3,349202";"7097416590";"0";"12430314,92";"0,18%";"2,34%";"4,31%";"3,87%";"8,82%";"9,61%";"8,48%"
"2016/02/29";"3,339131";"7063681828";"0";"29614181,22";"0,42%";"1,92%";"3,95%";"3,55%";"8,85%";"9,51%";"8,46%"
"2016/02/26";"3,343127";"7042485446";"0";"-12128448,31";"-0,17%";"2%";"4,42%";"3,71%";"8,91%";"9,65%";"8,48%"
"2016/02/25";"3,342436";"7053155757";"0";"32115106,76";"0,46%";"1,98%";"4,31%";"4,19%";"8,86%";"9,64%";"8,48%"
"2016/02/24";"3,345705";"7027907433";"0";"6435461,86";"0,09%";"2,09%";"4,41%";"4,54%";"8,94%";"9,73%";"8,49%"
"2016/02/23";"3,333693";"6996262958";"0";"3966611,5";"0,06%";"1,56%";"3,32%";"4,34%";"8,81%";"9,68%";"8,45%"
"2016/02/22";"3,333292";"6991455264";"0";"4691082,56";"0,07%";"1,63%";"3,31%";"4,41%";"8,8%";"9,68%";"8,45%"
"2016/02/19";"3,326297";"6972102275";"0";"6889584,94";"0,1%";"1,69%";"3,09%";"4,29%";"8,64%";"9,63%";"8,41%"
"2016/02/18";"3,323426";"6959200862";"0";"25735721,02";"0,37%";"1,67%";"2,94%";"4,59%";"8,8%";"9,61%";"8,4%"
"2016/02/17";"3,320933";"6928264144";"0";"14616555,33";"0,21%";"1,57%";"2,81%";"3,84%";"8,85%";"9,61%";"8,39%"
"2016/02/16";"3,321707";"6915258932";"0";"2008976,43";"0,03%";"1,72%";"2,81%";"3,61%";"8,86%";"9,62%";"8,39%"
"2016/02/15";"3,31883";"6907262245";"0";"-486080,67";"-0,01%";"1,89%";"2,72%";"3,51%";"8,83%";"9,59%";"8,4%"
"2016/02/12";"3,313024";"6895663830";"0";"";"";"1,75%";"2,8%";"3,63%";"8,87%";"9,63%";"8,38%"
"2016/02/11";"3,307916";"6882734993";"0";"4269940,83";"0,06%";"1,57%";"2,88%";"3,76%";"8,84%";"9,6%";"8,36%"
"2016/02/10";"3,310516";"6883871480";"0";"8624121,93";"0,13%";"1,64%";"3,33%";"3,62%";"8,93%";"9,61%";"8,37%"
"2016/02/09";"3,309949";"6874069818";"0";"3883109,3";"0,06%";"1,52%";"3,42%";"3,36%";"8,93%";"9,54%";"8,37%"
"2016/02/08";"3,318697";"6888344207";"0";"-8580138,43";"-0,12%";"1,65%";"3,7%";"3,34%";"9,02%";"9,52%";"8,39%"
"2016/02/05";"3,320216";"6900081135";"0";"-1791589,35";"-0,03%";"1,74%";"3,65%";"3,23%";"9,04%";"9,58%";"8,44%"
"2016/02/04";"3,324839";"6911482749";"0";"-64776868,08";"-0,94%";"1,85%";"3,81%";"3,04%";"9,04%";"9,61%";"8,46%"
"2016/02/03";"3,328224";"6983362108";"0";"899434,09";"0,01%";"2,03%";"4,14%";"3,09%";"9,12%";"9,59%";"8,47%"
"2016/02/02";"3,325472";"6976689103";"0";"10396042,06";"0,15%";"1,95%";"4,14%";"2,98%";"9,09%";"9,52%";"8,49%"
"2016/02/01";"3,329148";"6973993650";"0";"-5459176,05";"-0,08%";"2,09%";"4,26%";"3,13%";"9,13%";"9,61%";"8,5%"
"2016/01/29";"3,314068";"6947838086";"0";"-1537690,88";"-0,02%";"1,48%";"3,63%";"2,58%";"9,09%";"9,59%";"8,42%"
"2016/01/28";"3,304573";"6929465406";"0";"12762995,4";"0,18%";"1,04%";"3,11%";"2,16%";"9%";"9,52%";"8,38%"
"2016/01/27";"3,289094";"6884303781";"0";"8366220,84";"0,12%";"0,65%";"2,46%";"1,98%";"8,85%";"9,39%";"8,33%"
"2016/01/26";"3,28658";"6870681977";"0";"18365886,47";"0,27%";"0,61%";"2,29%";"1,99%";"8,82%";"9,43%";"8,28%"
"2016/01/25";"3,288497";"6856312917";"0";"3206326,77";"0,05%";"1%";"2,35%";"2,1%";"8,84%";"9,61%";"8,29%"
"2016/01/22";"3,288476";"6853062827";"0";"-1750249,74";"-0,03%";"0,99%";"2,58%";"3,14%";"8,78%";"9,7%";"8,31%"
"2016/01/21";"3,284728";"6847000388";"0";"7850457,01";"0,11%";"0,89%";"2,55%";"2,9%";"8,67%";"9,68%";"8,3%"
"2016/01/20";"3,288798";"6847624100";"0";"1904063,46";"0,03%";"0,99%";"2,49%";"3,14%";"8,76%";"9,7%";"8,31%"
"2016/01/19";"3,279875";"6827146576";"0";"17823840,45";"0,26%";"0,61%";"2,37%";"2,88%";"8,67%";"9,65%";"8,26%"
"2016/01/18";"3,282951";"6815708795";"0";"-338409,42";"-0%";"0,65%";"2,47%";"3,43%";"8,7%";"9,69%";"8,28%"
"2016/01/15";"3,288532";"6827634450";"0";"1985725,4";"0,03%";"0,77%";"3,03%";"3,97%";"8,68%";"9,94%";"8,32%"
"2016/01/14";"3,293088";"6835105119";"0";"14734718,65";"0,22%";"0,76%";"3,18%";"4,3%";"8,79%";"9,97%";"8,33%"
"2016/01/13";"3,288904";"6811704847";"0";"-1234435,75";"-0,02%";"0,5%";"2,9%";"4,25%";"8,84%";"9,91%";"8,32%"
"2016/01/12";"3,278299";"6790971107";"0";"1027652,3";"0,02%";"0,23%";"2,67%";"4,19%";"8,72%";"9,92%";"8,3%"
"2016/01/11";"3,264706";"6761789921";"0";"3016127,46";"0,04%";"-0,41%";"2,25%";"3,79%";"8,57%";"9,94%";"8,28%"
"2016/01/08";"3,264547";"6758444623";"0";"3045558,96";"0,05%";"-0,32%";"3,21%";"3,69%";"8,54%";"9,93%";"8,31%"
"2016/01/07";"3,274322";"6775626687";"0";"34432703,97";"0,51%";"0,13%";"3,27%";"4,19%";"8,67%";"10%";"8,34%"
"2016/01/06";"3,268279";"6728752618";"0";"3335392,79";"0,05%";"-0,06%";"3,45%";"4,5%";"8,8%";"9,88%";"8,32%"
"2016/01/05";"3,271292";"6731617333";"0";"7647427,26";"0,11%";"0,14%";"3,25%";"4,74%";"8,84%";"9,92%";"8,34%"
