"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2003/11/21";"1,209896";"3146859069";"0";"-21249922,21";"-0,68%";"-0,32%";"-3,08%";"2,22%";"";"";""
"2003/11/20";"1,210459";"3169583205";"0";"-13625055,81";"-0,43%";"-0,27%";"-3,04%";"2,69%";"";"";""
"2003/11/19";"1,214196";"3193035648";"0";"-3207323,89";"-0,1%";"0,17%";"-2,74%";"3,03%";"";"";""
"2003/11/18";"1,216723";"3202895033";"0";"-7906579,7";"-0,25%";"0,44%";"-2,52%";"4,56%";"";"";""
"2003/11/17";"1,20988";"3192743669";"0";"-463681,59";"-0,01%";"-0,12%";"-3,14%";"4,56%";"";"";""
"2003/11/14";"1,205401";"3181386033";"0";"-117598148,26";"-3,7%";"-0,6%";"-3,2%";"4,27%";"";"";""
"2003/11/13";"1,2022";"3290223571";"0";"-165884802,35";"-5,04%";"-0,86%";"-3,45%";"4,01%";"";"";""
"2003/11/12";"1,204333";"3462240364";"0";"-9479126,08";"-0,27%";"-0,72%";"-3,28%";"4,31%";"";"";""
"2003/11/11";"1,210498";"3489491278";"0";"1032396,37";"0,03%";"-0,37%";"-2,83%";"4,88%";"";"";""
"2003/11/10";"1,21761";"3508954512";"0";"-6377487,04";"-0,18%";"0,12%";"-2,19%";"5,68%";"";"";""
"2003/11/07";"1,219583";"3521028199";"0";"26556413,17";"0,75%";"0,4%";"-1,69%";"5,9%";"";"";""
"2003/11/06";"1,220512";"3497133650";"0";"-6972430,54";"-0,2%";"0,48%";"-1,61%";"6,35%";"";"";""
"2003/11/05";"1,218806";"3499208132";"0";"-25155147,55";"-0,72%";"0,4%";"-1,75%";"6,1%";"";"";""
"2003/11/04";"1,212168";"3505168491";"0";"-11372045,91";"-0,32%";"0,22%";"-2,21%";"5,54%";"";"";""
"2003/11/03";"1,207342";"3502540147";"0";"31169595,51";"0,89%";"-0,11%";"-2,56%";"5,16%";"";"";""
"2003/10/31";"1,205517";"3466123280";"0";"-7527097,29";"-0,22%";"-0,12%";"-2,53%";"5,01%";"";"";""
"2003/10/30";"1,228653";"3540315862";"0";"2936601,01";"0,08%";"1,8%";"-0,66%";"6,97%";"";"";""
"2003/10/29";"1,233848";"3552336035";"0";"138360,08";"0%";"1,91%";"-0,24%";"7,5%";"";"";""
"2003/10/28";"1,234211";"3553242737";"0";"13730816,84";"0,39%";"1,95%";"-0,22%";"7,53%";"";"";""
"2003/10/27";"1,234675";"3540842595";"0";"-10540120,62";"-0,3%";"1,92%";"-0,18%";"7,52%";"";"";""
"2003/10/24";"";"";"";"";"";"";"";"";"";"";""
"2003/10/23";"";"";"";"";"";"";"";"";"";"";""
"2003/10/22";"1,235116";"3552651195";"0";"-531434,3";"-0,01%";"1,94%";"0,04%";"8,02%";"";"";""
"2003/10/21";"1,23444";"3551237912";"0";"-12432808,95";"-0,35%";"1,98%";"0,1%";"7,97%";"";"";""
"2003/10/20";"1,233092";"3559779217";"0";"14001509,01";"0,39%";"1,78%";"0,02%";"8,26%";"";"";""
"2003/10/18";"1,230787";"3539149640";"0";"0";"";"1,41%";"-0,09%";"8,06%";"";"";""
"2003/10/17";"1,230787";"3539149640";"0";"26123429,16";"0,74%";"1,41%";"-0,09%";"8,04%";"";"";""
"2003/10/16";"1,231413";"3514812998";"0";"3871110,42";"0,11%";"1,46%";"-0,04%";"8,09%";"";"";""
"2003/10/15";"1,231342";"3510739456";"0";"-10162429,06";"-0,29%";"0,94%";"-0,05%";"8,12%";"";"";""
"2003/10/14";"1,23074";"3519180525";"0";"1797889,82";"0,05%";"0,85%";"-0,05%";"8,09%";"";"";""
"2003/10/13";"1,23139";"3519240297";"0";"-12725964,92";"-0,36%";"0,57%";"0,1%";"8,2%";"";"";""
"2003/10/10";"1,235225";"3542966100";"0";"4279728,72";"0,12%";"1,11%";"0,29%";"8,57%";"";"";""
"2003/10/09";"1,235057";"3538205083";"0";"-4012103,16";"-0,11%";"1,1%";"0,28%";"8,61%";"";"";""
"2003/10/08";"1,233915";"3538941862";"0";"-3484380,71";"-0,1%";"1,14%";"0,19%";"8,44%";"";"";""
"2003/10/07";"1,233758";"3541975514";"0";"-2970545,72";"-0,08%";"1,12%";"0,29%";"8,38%";"";"";""
"2003/10/06";"1,233007";"3542788218";"0";"-35124025,28";"-0,99%";"1,33%";"0,33%";"8,21%";"";"";""
"2003/10/03";"1,234106";"3581101297";"0";"26084941,35";"0,73%";"1,46%";"0,65%";"8,29%";"";"";""
"2003/10/02";"1,235041";"3557709755";"0";"-28948038,13";"-0,81%";"1,54%";"0,73%";"8,27%";"";"";""
"2003/10/01";"1,235277";"3587343156";"0";"283191,13";"0,01%";"1,52%";"0,75%";"8,29%";"";"";""
"2003/09/30";"1,234526";"3584879173";"0";"2319706,12";"0,06%";"1,35%";"0,76%";"8,14%";"";"";""
"2003/09/29";"1,233816";"3580499067";"0";"-22988356,11";"-0,64%";"1,43%";"0,71%";"8,47%";"";"";""
"2003/09/26";"1,233728";"3603230410";"0";"-97845,28";"-0%";"1,51%";"0,79%";"8,64%";"";"";""
"2003/09/25";"1,232868";"3600816468";"0";"2115101,2";"0,06%";"1,44%";"0,72%";"8,61%";"";"";""
"2003/09/24";"1,231425";"3594489297";"0";"6871856,8";"0,19%";"0,91%";"0,61%";"8,54%";"";"";""
"2003/09/23";"1,230251";"3584197124";"0";"-908535,68";"-0,03%";"0,42%";"0,52%";"8,43%";"";"";""
"2003/09/22";"1,230764";"3586600606";"0";"8103576,17";"0,23%";"0,43%";"0,55%";"8,5%";"";"";""
"2003/09/19";"1,228462";"3571803870";"0";"4032774,17";"0,11%";"0,56%";"0,45%";"8,51%";"";"";""
"2003/09/18";"1,228304";"3567312223";"0";"-1180705,47";"-0,03%";"0,54%";"0,44%";"8,54%";"";"";""
"2003/09/17";"1,227751";"3566886342";"0";"-2360472,45";"-0,07%";"1,06%";"0,39%";"8,48%";"";"";""
"2003/09/16";"1,226363";"3565211701";"0";"11497933,74";"0,32%";"0,05%";"0,32%";"8,46%";"";"";""
"2003/09/15";"1,224633";"3548700631";"0";"13296245,62";"0,37%";"-0,33%";"0,12%";"8,35%";"";"";""
"2003/09/12";"1,22273";"3529910597";"0";"-943260,2";"-0,03%";"-1,2%";"-0,1%";"8,14%";"";"";""
"2003/09/11";"1,221744";"3528006604";"0";"-3301217,62";"-0,09%";"-1,28%";"-0,18%";"8,13%";"";"";""
"2003/09/10";"1,220781";"3528524383";"0";"-63016193,75";"-1,79%";"-1,49%";"-0,26%";"8,09%";"";"";""
"2003/09/09";"1,224711";"3603102646";"0";"3812378,53";"0,11%";"-1,12%";"0,06%";"8,44%";"";"";""
"2003/09/08";"1,22505";"3600286551";"0";"-3702717,96";"-0,1%";"-0,8%";"-0,02%";"8,53%";"";"";""
"2003/09/05";"1,222891";"3597637681";"0";"7211295,34";"0,2%";"-1,16%";"-0,03%";"8,35%";"";"";""
"2003/09/04";"1,218662";"3578009978";"0";"-4909377,63";"-0,14%";"-1,51%";"-0,38%";"8,05%";"";"";""
"2003/09/03";"1,216007";"3575113540";"0";"-4014605,87";"-0,11%";"-1,7%";"-0,59%";"7,84%";"";"";""
"2003/09/02";"1,21599";"3579078109";"0";"-3445933,09";"-0,1%";"-2,03%";"-0,5%";"7,8%";"";"";""
"2003/09/01";"1,216515";"3584070786";"0";"1938875,46";"0,05%";"-2,1%";"-0,49%";"7,89%";"";"";""
"2003/08/29";"1,217261";"3584328571";"0";"-3312107,31";"-0,09%";"-2,51%";"-0,31%";"8,04%";"";"";""
"2003/08/28";"1,215881";"3583573396";"0";"-5008564,76";"-0,14%";"-2,62%";"-0,42%";"7,97%";"";"";""
"2003/08/27";"1,214666";"3584995979";"0";"9958476,77";"0,28%";"-2,69%";"-0,52%";"7,89%";"";"";""
"2003/08/26";"1,215882";"3578616466";"0";"-5518509,2";"-0,15%";"-2,59%";"-0,41%";"7,98%";"";"";""
"2003/08/25";"1,214075";"3578808363";"0";"-19319219,37";"-0,54%";"-2,81%";"-0,51%";"7,87%";"";"";""
"2003/08/22";"1,213753";"3597173278";"0";"-967744,54";"-0,03%";"-2,77%";"-0,67%";"7,72%";"";"";""
"2003/08/21";"1,212143";"3593368217";"0";"-10499998";"-0,29%";"-2,9%";"-0,8%";"7,62%";"";"";""
"2003/08/20";"";"";"";"";"";"";"";"";"";"";""
"2003/08/19";"1,211374";"3601581872";"0";"-1033046,1";"-0,03%";"-3,02%";"-0,92%";"7,59%";"";"";""
"2003/08/18";"1,212665";"3606454340";"0";"3518752,2";"0,1%";"-2,87%";"-0,83%";"7,71%";"";"";""
"2003/08/15";"1,212656";"3602908848";"0";"139018129,47";"3,86%";"-2,61%";"-0,72%";"7,57%";"";"";""
"2003/08/14";"1,213073";"3465081858";"0";"5145025,07";"0,15%";"-2,58%";"-0,69%";"7,59%";"";"";""
"2003/08/13";"1,214994";"3465415925";"0";"-5142215,14";"-0,15%";"-2,47%";"-0,53%";"7,7%";"";"";""
"2003/08/12";"1,216174";"3473928740";"0";"-849503,56";"-0,02%";"-2,31%";"-0,43%";"7,78%";"";"";""
"2003/08/11";"1,21553";"3472938246";"0";"-1550036,55";"-0,04%";"-2,19%";"-0,33%";"7,9%";"";"";""
"2003/08/08";"1,21472";"3472172967";"0";"-20561263,58";"-0,59%";"-2,08%";"0,01%";"7,95%";"";"";""
"2003/08/07";"1,21395";"3490520218";"0";"-6384975,01";"-0,18%";"-2,14%";"-0,05%";"7,94%";"";"";""
"2003/08/06";"1,20951";"3484115326";"0";"10664995,61";"0,31%";"-2,42%";"-0,42%";"7,52%";"";"";""
"2003/08/05";"1,208659";"3471006443";"0";"-1335866,46";"-0,04%";"-2,46%";"-0,46%";"7,48%";"";"";""
"2003/08/04";"1,206577";"3466360956";"0";"682756,95";"0,02%";"-2,53%";"-0,69%";"7,35%";"";"";""
"2003/08/01";"1,206949";"3466746703";"0";"-1421738,99";"-0,04%";"-2,42%";"-0,56%";"7,38%";"";"";""
"2003/07/31";"1,210672";"3478866484";"0";"129869,33";"0%";"-2,12%";"-0,25%";"7,66%";"";"";""
"2003/07/30";"1,210566";"3478432035";"0";"-31038541";"-0,89%";"-2,13%";"-0,26%";"7,73%";"";"";""
"2003/07/29";"1,211419";"3511943451";"0";"1449239,48";"0,04%";"-2,06%";"-0,12%";"7,91%";"";"";""
"2003/07/28";"1,212829";"3514580161";"0";"-5101960,76";"-0,15%";"-1,83%";"0,1%";"8,24%";"";"";""
"2003/07/25";"1,213344";"3521176674";"0";"3912733,69";"0,11%";"-1,72%";"0,33%";"8,4%";"";"";""
"2003/07/24";"1,211666";"3512399723";"0";"1547402,95";"0,04%";"-1,86%";"0,19%";"8,28%";"";"";""
"2003/07/23";"1,210443";"3507308627";"0";"41226482,07";"1,18%";"-1,85%";"0,09%";"8,16%";"";"";""
"2003/07/22";"1,211486";"3469068757";"0";"1803702,78";"0,05%";"-1,74%";"0,13%";"8,28%";"";"";""
"2003/07/21";"1,210904";"3465599374";"0";"-2347306,07";"-0,07%";"-1,74%";"0,06%";"8,34%";"";"";""
"2003/07/18";"1,213698";"3475948506";"0";"18347261,63";"0,53%";"-1,48%";"0,54%";"8,6%";"";"";""
"2003/07/17";"1,219867";"3475175585";"0";"-4843504,53";"-0,14%";"-0,98%";"1,05%";"9,02%";"";"";""
"2003/07/16";"1,220378";"3481476863";"0";"-7844146,05";"-0,23%";"-0,89%";"1,09%";"8,9%";"";"";""
"2003/07/15";"1,224419";"3500875090";"0";"-890832,79";"-0,03%";"-0,47%";"0,56%";"9,34%";"";"";""
"2003/07/14";"1,224128";"3500933680";"0";"31679698,62";"0,9%";"-0,57%";"1,77%";"9,79%";"";"";""
"2003/07/11";"1,221616";"3462134819";"0";"5151438,36";"0,15%";"-0,81%";"1,79%";"9,42%";"";"";""
"2003/07/10";"1,219954";"3452280179";"0";"-759769";"-0,02%";"-0,95%";"1,65%";"9,82%";"";"";""
"2003/07/09";"1,220153";"3453603211";"0";"-411576,19";"-0,01%";"-0,81%";"1,67%";"9,79%";"";"";""
"2003/07/08";"1,216801";"3444525930";"0";"6289614,96";"0,18%";"-0,99%";"1,45%";"9,78%";"";"";""
"2003/07/07";"1,216598";"3437662711";"0";"-34780398,74";"-1,01%";"-0,89%";"1,56%";"9,76%";"";"";""
"2003/07/04";"1,216291";"3471566863";"0";"-141095,82";"-0%";"-0,8%";"1,78%";"9,41%";"";"";""
"2003/07/03";"1,216774";"3473086605";"0";"95489644,87";"2,75%";"-0,76%";"1,82%";"9,28%";"";"";""
"2003/07/02";"1,218103";"3381286081";"0";"-19948897,43";"-0,59%";"-0,58%";"1,93%";"9,38%";"";"";""
"2003/07/01";"1,216379";"3396421158";"0";"-22448891,65";"-0,66%";"-0,71%";"1,79%";"9,34%";"";"";""
"2003/06/30";"1,213957";"3412062547";"0";"14685279,65";"0,43%";"-0,91%";"1,7%";"9,22%";"";"";""
"2003/06/27";"1,215325";"3401205749";"0";"34082814,29";"1%";"-0,71%";"1,98%";"9,27%";"";"";""
"2003/06/26";"1,220377";"3381119771";"0";"41251260,33";"1,22%";"-0,3%";"2,4%";"9,86%";"";"";""
"2003/06/25";"1,225123";"3352857133";"0";"76160987,59";"2,27%";"0,11%";"2,8%";"10,35%";"";"";""
"2003/06/24";"1,22544";"3277543989";"0";"47214059,8";"1,44%";"0,12%";"2,93%";"10,4%";"";"";""
"2003/06/23";"1,226468";"3233039796";"0";"-3870470,88";"-0,12%";"0,19%";"3,02%";"10,43%";"";"";""
"2003/06/20";"1,22167";"3224247323";"0";"-15663901,54";"-0,49%";"-0,11%";"2,58%";"9,84%";"";"";""
"2003/06/19";"1,214881";"3221906561";"0";"29044684,67";"0,9%";"-0,66%";"2,01%";"9,24%";"";"";""
"2003/06/18";"1,22573";"3221374429";"0";"-7197585,98";"-0,22%";"0,27%";"2,92%";"10,1%";"";"";""
"2003/06/17";"1,228748";"3236521425";"0";"39221824,75";"1,21%";"0,46%";"3,28%";"10,33%";"";"";""
"2003/06/16";"1,235766";"3215560992";"0";"-7152360,4";"-0,22%";"0,97%";"3,91%";"11%";"";"";""
"2003/06/13";"1,237641";"3227603103";"0";"496276865,48";"15,38%";"1,12%";"4,65%";"11,16%";"";"";""
"2003/06/12";"1,239215";"2734799868";"0";"5479711,03";"0,2%";"1,25%";"4,78%";"11,34%";"";"";""
"2003/06/11";"1,238581";"2727923798";"0";"2776426,82";"0,1%";"1,19%";"4,73%";"11,3%";"";"";""
"2003/06/10";"1,234945";"2717147381";"0";"7931008,64";"0,29%";"0,78%";"4,41%";"11,08%";"";"";""
"2003/06/09";"";"";"";"";"";"";"";"";"";"";""
"2003/06/06";"1,237295";"2714371791";"0";"25443990,03";"0,94%";"1,15%";"4,6%";"11,39%";"";"";""
"2003/06/05";"1,23707";"2688438824";"0";"53648791,97";"2%";"1,13%";"4,58%";"11,35%";"";"";""
"2003/06/04";"1,241197";"2643579978";"0";"1310547,75";"0,05%";"1,56%";"4,93%";"11,79%";"";"";""
"2003/06/03";"1,242611";"2645279564";"0";"77685723,46";"2,94%";"1,65%";"5,2%";"11,84%";"";"";""
"2003/06/02";"1,246539";"2575710225";"0";"11027790,76";"0,43%";"1,98%";"5,89%";"12,19%";"";"";""
"2003/05/30";"1,248651";"2569027753";"0";"62334382,53";"2,43%";"2,26%";"5,77%";"12,58%";"";"";""
"2003/05/29";"1,248299";"2505986723";"0";"3260713,64";"0,13%";"2,23%";"5,74%";"12,48%";"";"";""
"2003/05/28";"1,248215";"2502557597";"0";"7563436,86";"0,3%";"2,24%";"5,73%";"12,38%";"";"";""
"2003/05/27";"1,249134";"2496831103";"0";"4046265,64";"0,16%";"2,36%";"5,49%";"12,44%";"";"";""
"2003/05/26";"1,24885";"2492218084";"0";"10800855,88";"0,43%";"2,35%";"5,37%";"12,38%";"";"";""
"2003/05/23";"1,248356";"2480435669";"0";"3222959,9";"0,13%";"2,16%";"5,62%";"12,28%";"";"";""
"2003/05/22";"1,248211";"2476924974";"0";"13274741,33";"0,54%";"2,15%";"5,61%";"12,28%";"";"";""
"2003/05/21";"1,249147";"2465497658";"0";"13365560,04";"0,54%";"2,17%";"5,69%";"12,23%";"";"";""
"2003/05/20";"1,248463";"2450789375";"0";"55631464,53";"2,27%";"2,1%";"5,48%";"12,18%";"";"";""
"2003/05/19";"1,247679";"2393653818";"0";"12626216,86";"0,53%";"2,01%";"5,85%";"12,11%";"";"";""
"2003/05/16";"1,245211";"2376317755";"0";"165828602,43";"6,98%";"1,95%";"7,62%";"11,97%";"";"";""
"2003/05/15";"1,245816";"2211563144";"0";"-1972748,93";"-0,09%";"2%";"7,67%";"12,03%";"";"";""
"2003/05/14";"1,244874";"2211862170";"0";"31156131,82";"1,41%";"1,92%";"7,59%";"11,9%";"";"";""
"2003/05/13";"1,242796";"2177065905";"0";"4878998,13";"0,22%";"1,91%";"7,51%";"11,65%";"";"";""
"2003/05/12";"1,242474";"2171624108";"0";"10192872,7";"0,47%";"2,08%";"7,49%";"11,57%";"";"";""
"2003/05/09";"1,24052";"2158032020";"0";"87041733,08";"4,03%";"2,14%";"7,67%";"11,45%";"";"";""
"2003/05/08";"1,239532";"2069340867";"0";"-1380877,38";"-0,07%";"2,06%";"7,58%";"11,32%";"";"";""
"2003/05/07";"1,239096";"2069993377";"0";"2427657,95";"0,12%";"2,05%";"7,54%";"11,27%";"";"";""
"2003/05/06";"1,23794";"2065636808";"0";"34050010,91";"1,65%";"1,89%";"7,5%";"11,19%";"";"";""
"2003/05/05";"1,238124";"2031888760";"0";"3279013,61";"0,16%";"1,98%";"7,89%";"11,32%";"";"";""
"2003/05/02";"";"";"";"";"";"";"";"";"";"";""
"2003/05/01";"";"";"";"";"";"";"";"";"";"";""
"2003/04/30";"1,236871";"2026556763";"0";"14992008,07";"0,74%";"1,98%";"7,74%";"11,26%";"";"";""
"2003/04/29";"1,235375";"2009131760";"0";"3947044,54";"0,2%";"1,96%";"7,61%";"11,13%";"";"";""
"2003/04/28";"1,235545";"2005460649";"0";"488973,26";"0,02%";"2,09%";"7,57%";"11,21%";"";"";""
"2003/04/26";"1,23458";"2003405729";"0";"0";"";"2,09%";"7,56%";"11,12%";"";"";""
"2003/04/25";"1,23458";"2003405729";"0";"37205648,33";"1,86%";"2,09%";"7,52%";"11,29%";"";"";""
"2003/04/24";"1,233207";"1964013432";"0";"-41791,59";"-0%";"1,98%";"7,4%";"11,1%";"";"";""
"2003/04/23";"1,2329";"1963566283";"0";"24411136,51";"1,24%";"1,9%";"7,37%";"11,08%";"";"";""
"2003/04/22";"1,232395";"1938360862";"0";"5055730,75";"0,26%";"1,84%";"7,34%";"11,05%";"";"";""
"2003/04/21";"";"";"";"";"";"";"";"";"";"";""
"2003/04/18";"1,231907";"1932539587";"0";"-690179479,16";"-35,71%";"2,04%";"8,16%";"11,14%";"";"";""
"2003/04/17";"1,231362";"2621558766";"0";"3480745,76";"0,13%";"2%";"8,11%";"11,19%";"";"";""
"2003/04/16";"1,230156";"2615513866";"0";"6498381,24";"0,25%";"1,03%";"8%";"10,92%";"";"";""
"2003/04/15";"1,231127";"2611074861";"0";"8709289,71";"0,33%";"2,35%";"8,07%";"11,24%";"";"";""
"2003/04/14";"1,2313";"2602731260";"0";"5168080,7";"0,2%";"2,41%";"8,08%";"11,1%";"";"";""
"2003/04/11";"1,231601";"2598198172";"0";"16536658,2";"0,64%";"2,62%";"8,22%";"11,11%";"";"";""
"2003/04/10";"1,230135";"2578588509";"0";"6540492,98";"0,25%";"2,5%";"8,09%";"10,98%";"";"";""
"2003/04/09";"1,228922";"2569511795";"0";"4216385,12";"0,16%";"2,46%";"7,98%";"10,91%";"";"";""
"2003/04/08";"1,227517";"2562362563";"0";"8933642,42";"0,35%";"2,47%";"7,89%";"10,73%";"";"";""
"2003/04/07";"1,226524";"2551363324";"0";"29700824,43";"1,16%";"2,48%";"7,86%";"10,68%";"";"";""
"2003/04/04";"1,226101";"2520792836";"0";"37434216,77";"1,49%";"2,6%";"7,6%";"10,64%";"";"";""
"2003/04/03";"1,225254";"2481643096";"0";"21478971,96";"0,87%";"2,53%";"7,53%";"10,63%";"";"";""
"2003/04/02";"1,225078";"2459810737";"0";"15866883,06";"0,65%";"2,52%";"7,51%";"10,6%";"";"";""
"2003/04/01";"1,225063";"2443913930";"0";"1580855,44";"0,06%";"2,63%";"7,5%";"10,62%";"";"";""
"2003/03/31";"1,225549";"2443301983";"0";"64245041,38";"2,63%";"2,67%";"7,44%";"10,66%";"";"";""
"2003/03/28";"1,224";"2376049996";"0";"61330360,83";"2,58%";"2,71%";"7,61%";"10,81%";"";"";""
"2003/03/27";"1,223827";"2314392473";"0";"2998780,71";"0,13%";"2,69%";"7,59%";"10,76%";"";"";""
"2003/03/26";"1,223981";"2311684546";"0";"3858806,37";"0,17%";"2,81%";"7,61%";"10,9%";"";"";""
"2003/03/25";"1,224092";"2308035031";"0";"3143311,27";"0,14%";"2,82%";"7,79%";"10,89%";"";"";""
"2003/03/24";"1,223305";"2303409846";"0";"28130911,83";"1,22%";"2,75%";"7,76%";"10,95%";"";"";""
"2003/03/21";"1,222968";"2274652133";"0";"7139430,56";"0,31%";"2,69%";"7,81%";"10,86%";"";"";""
"2003/03/20";"1,222456";"2266563400";"0";"1817141,36";"0,08%";"2,65%";"7,77%";"10,92%";"";"";""
"2003/03/19";"1,223139";"2266011598";"0";"1690682,74";"0,07%";"2,81%";"7,83%";"11,06%";"";"";""
"2003/03/18";"1,223866";"2265666765";"0";"22522064,55";"0,99%";"2,91%";"8,11%";"11,17%";"";"";""
"2003/03/17";"1,225046";"2245307446";"0";"14431672,75";"0,64%";"3,16%";"8,25%";"11,33%";"";"";""
"2003/03/14";"1,223908";"2228803413";"0";"47584443,6";"2,13%";"3,49%";"8,29%";"11,23%";"";"";""
"2003/03/13";"1,224031";"2181438177";"0";"-68449364,21";"-3,14%";"3,5%";"8,3%";"11,16%";"";"";""
"2003/03/12";"1,22534";"2252293610";"0";"22991245,11";"1,02%";"3,6%";"8,41%";"11,36%";"";"";""
"2003/03/11";"1,224732";"2228196210";"0";"15734345,51";"0,71%";"3,59%";"8,32%";"11,37%";"";"";""
"2003/03/10";"1,224026";"2211186485";"0";"3824611,46";"0,17%";"3,36%";"8,33%";"11,42%";"";"";""
"2003/03/07";"1,223284";"2206023779";"0";"3304245,75";"0,15%";"3,41%";"8,37%";"11,26%";"";"";""
"2003/03/06";"1,222079";"2200549737";"0";"-60231,42";"-0%";"3,31%";"8,27%";"11,11%";"";"";""
"2003/03/05";"1,222484";"2201339256";"0";"8993029,16";"0,41%";"3,5%";"8,3%";"11,25%";"";"";""
"2003/03/04";"1,222312";"2192037770";"0";"9017461,22";"0,41%";"3,83%";"8,3%";"11,2%";"";"";""
"2003/03/03";"1,223317";"2184815215";"0";"16501995,82";"0,76%";"3,98%";"8,46%";"11,36%";"";"";""
"2003/02/28";"1,221022";"2164245362";"0";"9100628,1";"0,42%";"3,43%";"8,29%";"11,39%";"";"";""
"2003/02/27";"1,220846";"2154834088";"0";"13206112,03";"0,61%";"3,41%";"8,27%";"11,26%";"";"";""
"2003/02/26";"1,220333";"2140728063";"0";"1870021,25";"0,09%";"3,06%";"8,23%";"11,04%";"";"";""
"2003/02/25";"1,220193";"2138612666";"0";"1996871,46";"0,09%";"2,96%";"8,3%";"11%";"";"";""
"2003/02/24";"1,221405";"2138738064";"0";"8326877,67";"0,39%";"3,25%";"8,46%";"11,21%";"";"";""
"2003/02/21";"1,221908";"2131288534";"0";"17783134,82";"0,83%";"3,38%";"8,57%";"11,06%";"";"";""
"2003/02/20";"1,222576";"2114660823";"0";"3143385,95";"0,15%";"3,44%";"8,63%";"11,21%";"";"";""
"2003/02/19";"1,222775";"2111861131";"0";"7935897,17";"0,38%";"3,31%";"8,65%";"11,26%";"";"";""
"2003/02/18";"1,223089";"2104465507";"0";"-1235459,43";"-0,06%";"3,76%";"8,55%";"11,24%";"";"";""
"2003/02/17";"1,221641";"2103208053";"0";"7629314,25";"0,36%";"3,66%";"8,46%";"11,05%";"";"";""
"2003/02/14";"1,221447";"2095245955";"0";"13650945,71";"0,65%";"5,56%";"8,49%";"11,13%";"";"";""
"2003/02/13";"1,221377";"2081475715";"0";"24760652,88";"1,19%";"5,56%";"8,48%";"11,14%";"";"";""
"2003/02/12";"1,219557";"2053650307";"0";"4682476,58";"0,23%";"5,5%";"8,32%";"10,99%";"";"";""
"2003/02/11";"1,217191";"2044992733";"0";"95868,89";"0%";"5,3%";"7,98%";"10,8%";"";"";""
"2003/02/10";"1,21566";"2042324764";"0";"10562694,86";"0,52%";"5,29%";"7,82%";"10,85%";"";"";""
"2003/02/07";"1,214571";"2029941997";"0";"2444149,01";"0,12%";"5,42%";"7,81%";"10,82%";"";"";""
"2003/02/06";"1,214228";"2026925274";"0";"3335180,45";"0,16%";"5,39%";"7,78%";"10,75%";"";"";""
"2003/02/05";"1,214933";"2024765022";"0";"-6400444,49";"-0,32%";"5,5%";"7,84%";"10,71%";"";"";""
"2003/02/04";"1,214084";"2029746080";"0";"1743714,73";"0,09%";"5,79%";"7,89%";"10,64%";"";"";""
"2003/02/03";"1,214451";"2028615401";"0";"4419370,76";"0,22%";"5,72%";"7,98%";"10,7%";"";"";""
"2003/01/31";"1,213741";"2023012632";"0";"34839178,75";"1,72%";"5,72%";"7,99%";"10,71%";"";"";""
"2003/01/30";"1,212868";"1986743432";"0";"2899126,28";"0,15%";"5,65%";"7,91%";"10,73%";"";"";""
"2003/01/29";"1,2116";"1981770284";"0";"1490685";"0,08%";"5,54%";"7,8%";"10,45%";"";"";""
"2003/01/28";"1,210202";"1977994661";"0";"-9727741,86";"-0,49%";"5,36%";"7,67%";"10,29%";"";"";""
"2003/01/27";"1,209933";"1987280578";"0";"25337656,67";"1,27%";"5,42%";"7,59%";"10,33%";"";"";""
"2003/01/24";"1,20931";"1960932708";"0";"74484372,9";"3,8%";"5,32%";"7,93%";"10,34%";"";"";""
"2003/01/23";"1,20989";"1887353099";"0";"15191264,03";"0,8%";"5,37%";"7,98%";"10,46%";"";"";""
"2003/01/22";"1,210186";"1872619860";"0";"12083824,9";"0,65%";"5,4%";"8,01%";"10,71%";"";"";""
"2003/01/21";"1,209601";"1859636658";"0";"-52275270";"-2,81%";"5,79%";"8,06%";"10,57%";"";"";""
"2003/01/20";"1,208682";"1910459344";"0";"12211300,51";"0,64%";"5,71%";"8,02%";"10,53%";"";"";""
"2003/01/17";"1,207238";"1895980226";"0";"23361926,12";"1,23%";"5,99%";"8,02%";"10,34%";"";"";""
"2003/01/16";"1,217611";"1888708474";"0";"9382928,61";"0,5%";"6,9%";"8,94%";"11,5%";"";"";""
"2003/01/15";"1,202803";"1856470091";"0";"12076211,82";"0,65%";"5,58%";"7,62%";"10,25%";"";"";""
"2003/01/14";"1,202316";"1843647107";"0";"66264579,3";"3,59%";"5,54%";"7,58%";"10,28%";"";"";""
"2003/01/13";"1,202511";"1777670796";"0";"8160205,11";"0,46%";"5,59%";"7,47%";"10,46%";"";"";""
"2003/01/10";"1,2001";"1765962773";"0";"454932,13";"0,03%";"5,45%";"7,63%";"10,32%";"";"";""
"2003/01/09";"1,199429";"1764520710";"0";"1987815,72";"0,11%";"5,39%";"7,57%";"10,39%";"";"";""
"2003/01/08";"1,197943";"1760349252";"0";"4416769,04";"0,25%";"5,29%";"7,44%";"10,3%";"";"";""
"2003/01/07";"1,196854";"1754336238";"0";"3154840,2";"0,18%";"5,25%";"7,21%";"10,42%";"";"";""
