"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2003/08/13";"1,728951";"1359398021";"0";"-275,68";"-0%";"0,4%";"1,75%";"6,38%";"7,91%";"10,42%";""
"2003/08/12";"1,727777";"1358475232";"0";"-259831,18";"-0,02%";"0,28%";"1,49%";"5,97%";"7,89%";"10,33%";""
"2003/08/11";"1,726303";"1357575900";"0";"-792386,42";"-0,06%";"0,3%";"1,67%";"6,18%";"7,85%";"10,3%";""
"2003/08/08";"1,724767";"1357159661";"0";"-2016306,51";"-0,15%";"0,35%";"1,81%";"6,29%";"7,93%";"10,34%";""
"2003/08/07";"1,725534";"1359780390";"0";"-72,08";"-0%";"0,4%";"1,85%";"6,33%";"7,95%";"10,35%";""
"2003/08/06";"1,723999";"1358570829";"0";"18413061,53";"1,36%";"0,29%";"1,76%";"6,11%";"7,89%";"10,33%";""
"2003/08/05";"1,721606";"1338297559";"0";"181,3";"0%";"0,19%";"1,55%";"6,13%";"7,84%";"10,33%";""
"2003/08/04";"1,721186";"1337970889";"0";"-28,45";"-0%";"0,16%";"1,48%";"5,96%";"7,83%";"10,33%";""
"2003/08/01";"1,72184";"1338479307";"0";"-618,95";"-0%";"0,28%";"1,58%";"6,07%";"7,96%";"10,39%";""
"2003/07/31";"1,724546";"1340583447";"0";"760887,08";"0,06%";"0,43%";"1,74%";"6,18%";"8,08%";"10,43%";""
"2003/07/30";"1,724787";"1340009796";"0";"9559,15";"0%";"0,45%";"1,76%";"6,23%";"8,04%";"10,43%";""
"2003/07/29";"1,72341";"1338930435";"0";"5387,69";"0%";"0,37%";"1,92%";"6,06%";"8,01%";"10,42%";""
"2003/07/28";"1,725215";"1340327360";"0";"-9264122,74";"-0,69%";"0,49%";"1,99%";"6,44%";"8,04%";"10,44%";""
"2003/07/25";"1,722446";"1347425365";"0";"4325126,44";"0,32%";"0,36%";"2,16%";"6,38%";"7,93%";"10,43%";""
"2003/07/24";"1,721785";"1342584815";"0";"3068003,82";"0,23%";"0,32%";"2,12%";"6,53%";"7,98%";"10,42%";""
"2003/07/23";"1,72077";"1338727160";"0";"34992855,22";"2,61%";"0,31%";"2,06%";"6,41%";"8,01%";"10,41%";""
"2003/07/22";"1,721786";"1304504073";"0";"190,52";"0%";"0,45%";"2,2%";"6,39%";"8,03%";"10,49%";""
"2003/07/21";"1,719097";"1302466573";"0";"706549,02";"0,05%";"0,35%";"2,26%";"6,22%";"7,97%";"10,44%";""
"2003/07/18";"1,720639";"1302927680";"0";"498284,3";"0,04%";"0,43%";"2,36%";"6,27%";"8,01%";"10,49%";""
"2003/07/17";"1,722932";"1304165071";"0";"220150,42";"0,02%";"0,57%";"2,5%";"6,51%";"8,05%";"10,51%";""
"2003/07/16";"1,722278";"1303449962";"0";"1622854,14";"0,12%";"0,42%";"2,46%";"6,4%";"8%";"10,64%";""
"2003/07/15";"1,722389";"1301911010";"0";"-349769,92";"-0,03%";"0,62%";"1,78%";"6,51%";"8%";"10,59%";""
"2003/07/14";"1,722211";"1302126198";"0";"-1406734,16";"-0,11%";"0,41%";"2,28%";"6,54%";"8%";"10,6%";""
"2003/07/11";"1,72146";"1302964504";"0";"-255,33";"-0%";"0,34%";"2,43%";"6,66%";"8,06%";"10,62%";""
"2003/07/10";"1,718277";"1300555562";"0";"24909986,97";"1,92%";"0,16%";"2,24%";"6,27%";"8,1%";"10,58%";""
"2003/07/09";"1,721236";"1277842331";"0";"4170743,83";"0,33%";"0,48%";"2,42%";"6,62%";"8,11%";"10,62%";""
"2003/07/08";"1,718924";"1271960765";"0";"3118467,33";"0,25%";"0,22%";"2,54%";"6,45%";"8,06%";"10,6%";""
"2003/07/07";"1,719747";"1269449804";"0";"494728,33";"0,04%";"0,4%";"2,39%";"6,49%";"8,08%";"10,62%";""
"2003/07/04";"1,719902";"1269069446";"0";"792141,86";"0,06%";"0,58%";"2,09%";"6,5%";"8,1%";"10,66%";""
"2003/07/03";"1,717674";"1266634349";"0";"29849306,9";"2,36%";"0,45%";"1,96%";"6,35%";"8,06%";"10,63%";""
"2003/07/02";"1,71701";"1236306939";"0";"-255622,29";"-0,02%";"0,44%";"1,92%";"6,29%";"8,05%";"10,63%";""
"2003/07/01";"1,717689";"1237051566";"0";"-1198568,23";"-0,1%";"0,51%";"2,32%";"6,49%";"8,06%";"10,64%";""
"2003/06/30";"1,714106";"1235667216";"0";"-1386481,55";"-0,11%";"0,17%";"1,61%";"6,39%";"7,99%";"10,6%";""
"2003/06/27";"1,713223";"1236416445";"0";"-169524,08";"-0,01%";"0,13%";"2,55%";"6,25%";"8,08%";"10,63%";""
"2003/06/26";"1,715876";"1238500876";"0";"-329454,18";"-0,03%";"0,28%";"2,7%";"6,57%";"8,11%";"10,67%";""
"2003/06/25";"1,718021";"1240378980";"0";"4697616,95";"0,38%";"0,67%";"2,83%";"6,59%";"8,16%";"10,7%";""
"2003/06/24";"1,718037";"1235692871";"0";"-2109557,29";"-0,17%";"0,47%";"2,9%";"6,65%";"8,16%";"10,71%";""
"2003/06/23";"1,718148";"1237882401";"0";"2068893,21";"0,17%";"0,59%";"2,9%";"6,75%";"8,16%";"10,72%";""
"2003/06/20";"1,715404";"1233839829";"0";"234,01";"0%";"0,54%";"2,92%";"6,52%";"8,22%";"10,72%";""
"2003/06/19";"1,711793";"1231242309";"0";"-126088,06";"-0,01%";"0,33%";"2,71%";"6,4%";"8,13%";"10,67%";""
"2003/06/18";"1,716749";"1234933467";"0";"697099,64";"0,06%";"0,45%";"3%";"6,62%";"8,32%";"10,77%";""
"2003/06/17";"1,719051";"1235891363";"0";"-777283,33";"-0,06%";"0,69%";"2,83%";"6,94%";"8,37%";"10,81%";""
"2003/06/16";"1,723754";"1240051939";"0";"55759,26";"0%";"1,1%";"3,92%";"7,18%";"8,47%";"10,95%";""
"2003/06/13";"1,725185";"1241025581";"0";"16461001,82";"1,33%";"1,2%";"3,62%";"7,19%";"8,44%";"11,03%";""
"2003/06/12";"1,724173";"1223846245";"0";"-175246,06";"-0,01%";"1,14%";"3,56%";"7,25%";"8,48%";"11,02%";""
"2003/06/11";"1,724003";"1223900805";"0";"-8,01";"-0%";"1,16%";"3,55%";"7,08%";"8,48%";"11,02%";""
"2003/06/10";"1,721246";"1221943569";"0";"-5151201,63";"-0,42%";"1,09%";"3,09%";"7,1%";"8,42%";"11%";""
"2003/06/06";"1,723281";"1228545544";"0";"1079433,05";"0,09%";"1,34%";"3%";"7,27%";"8,44%";"11,04%";""
"2003/06/05";"1,722293";"1226762374";"0";"2018631,56";"0,16%";"1,29%";"2,95%";"7,3%";"8,43%";"11,03%";""
"2003/06/04";"1,72472";"1226469612";"0";"-12,57";"-0%";"1,34%";"3,09%";"7,52%";"8,51%";"11,06%";""
"2003/06/03";"1,724519";"1226326691";"0";"-646000,15";"-0,05%";"1,36%";"2,67%";"7,44%";"8,51%";"11,06%";""
"2003/06/02";"1,725905";"1227958812";"0";"2970237,7";"0,24%";"1,59%";"3,05%";"7,53%";"8,54%";"11,16%";""
"2003/05/30";"1,727957";"1226445014";"0";"-60560,46";"-0%";"1,41%";"2,69%";"7,77%";"8,7%";"11,2%";""
"2003/05/29";"1,726261";"1225301752";"0";"1084091,87";"0,09%";"1,31%";"2,59%";"7,46%";"8,8%";"11,18%";""
"2003/05/28";"1,727376";"1225008388";"0";"-835504,37";"-0,07%";"1,65%";"2,65%";"7,56%";"8,75%";"11,2%";""
"2003/05/27";"1,72558";"1224569349";"0";"-11385268,23";"-0,93%";"1,46%";"3,43%";"7,47%";"8,72%";"11,19%";""
"2003/05/26";"1,724063";"1234868059";"0";"-851388,37";"-0,07%";"1,44%";"2,8%";"7,42%";"8,68%";"11,18%";""
"2003/05/23";"1,726529";"1237486949";"0";"-614401,62";"-0,05%";"1,48%";"2,51%";"7,55%";"8,54%";"11,3%";""
"2003/05/22";"1,725756";"1237547029";"0";"-1029978,46";"-0,08%";"1,44%";"2,47%";"7,61%";"8,76%";"11,29%";""
"2003/05/21";"1,724088";"1237379882";"0";"677472,77";"0,05%";"1,27%";"2,37%";"7,31%";"8,69%";"11,4%";""
"2003/05/20";"1,722812";"1235787124";"0";"2210509,75";"0,18%";"1,44%";"2,12%";"7,03%";"8,67%";"11,39%";""
"2003/05/19";"1,723958";"1234397179";"0";"120487,33";"0,01%";"1,41%";"2,77%";"7,1%";"8,69%";"11,42%";""
"2003/05/16";"1,722857";"1233488425";"0";"126158,87";"0,01%";"1,39%";"3,95%";"7,31%";"8,69%";"11,44%";""
"2003/05/15";"1,722121";"1232835377";"0";"-457198,82";"-0,04%";"1,34%";"3,9%";"7,18%";"8,64%";"11,43%";""
"2003/05/14";"1,722875";"1233832551";"0";"75040394,33";"6,08%";"1,2%";"3,95%";"7,03%";"8,65%";"11,44%";""
"2003/05/13";"1,721055";"1157568039";"0";"-5658474,38";"-0,49%";"1,36%";"3,81%";"6,83%";"8,62%";"11,41%";""
"2003/05/12";"1,72075";"1163020370";"0";"248,89";"0%";"1,31%";"3,46%";"6,77%";"8,61%";"11,47%";""
"2003/05/09";"1,718738";"1161660251";"0";"11404334,43";"0,98%";"1,45%";"3,26%";"6,63%";"8,61%";"";""
"2003/05/08";"1,719067";"1150476098";"0";"-5914219,54";"-0,51%";"1,47%";"3,28%";"6,69%";"8,69%";"";""
"2003/05/07";"1,718377";"1155926165";"0";"91,09";"0%";"1,36%";"3,24%";"6,76%";"8,66%";"";""
"2003/05/06";"1,718437";"1155966435";"0";"16746157,64";"1,45%";"1,32%";"3,58%";"6,7%";"8,66%";"";""
"2003/05/05";"1,719722";"1140072155";"0";"-487730,1";"-0,04%";"1,59%";"3,5%";"6,88%";"8,68%";"";""
"2003/04/30";"1,717103";"1138822903";"0";"583357,94";"0,05%";"1,55%";"3,68%";"6,68%";"8,74%";"";""
"2003/04/29";"1,71688";"1138091722";"0";"-579751,68";"-0,05%";"1,5%";"3,66%";"6,65%";"8,73%";"";""
"2003/04/28";"1,716895";"1138681422";"0";"293092,94";"0,03%";"1,86%";"3,69%";"6,77%";"8,73%";"";""
"2003/04/26";"1,716262";"1137968618";"0";"0";"";"1,79%";"4,17%";"6,73%";"8,74%";"";""
"2003/04/25";"1,716262";"1137968618";"0";"-258077,05";"-0,02%";"1,79%";"4,21%";"7,07%";"8,83%";"";""
"2003/04/24";"1,715421";"1137668943";"0";"9717563,4";"0,85%";"1,74%";"4,16%";"6,78%";"8,74%";"";""
"2003/04/23";"1,714064";"1127059103";"0";"-1374505,34";"-0,12%";"1,74%";"4,07%";"7,01%";"8,72%";"";""
"2003/04/22";"1,713081";"1127786462";"0";"-506279,86";"-0,04%";"1,9%";"3,63%";"6,93%";"8,69%";"";""
"2003/04/18";"1,713228";"1128389561";"0";"707816934,06";"62,73%";"1,92%";"2,79%";"6,98%";"8,7%";"";""
"2003/04/17";"1,715051";"421020147";"0";"-338809,36";"-0,08%";"2,03%";"2,9%";"7,32%";"8,91%";"";""
"2003/04/16";"1,711692";"420533707";"0";"-38,66";"-0%";"1,14%";"2,7%";"6,93%";"8,72%";"";""
"2003/04/15";"1,715228";"421402481";"0";"991476,32";"0,24%";"1,86%";"3,05%";"7,57%";"8,79%";"";""
"2003/04/14";"1,713203";"419914667";"0";"-525174,52";"-0,13%";"1,95%";"4,52%";"7,23%";"8,75%";"";""
"2003/04/11";"1,715578";"421022694";"0";"111990,14";"0,03%";"2,08%";"4,15%";"7,32%";"8,91%";"";""
"2003/04/10";"1,713017";"420282372";"0";"4530831,29";"1,08%";"1,93%";"3,99%";"7,2%";"8,93%";"";""
"2003/04/09";"1,715159";"416271407";"0";"4,54";"0%";"2,32%";"4,12%";"7,13%";"8,97%";"";""
"2003/04/08";"1,712964";"415738673";"0";"-1624933,96";"-0,39%";"1,99%";"3,66%";"6,95%";"8,93%";"";""
"2003/04/07";"1,715595";"418004650";"0";"81,75";"0%";"1,94%";"3,87%";"7,46%";"8,98%";"";""
"2003/04/04";"1,71006";"416655966";"0";"-75,48";"-0%";"1,51%";"4,58%";"7,2%";"8,88%";"";""
"2003/04/03";"1,70951";"416522034";"0";"-1482228,02";"-0,36%";"1,47%";"4,54%";"7,37%";"8,91%";"";""
"2003/04/02";"1,708891";"417852906";"0";"-402445,28";"-0,1%";"1,8%";"4,5%";"7,3%";"8,96%";"";""
"2003/04/01";"1,711175";"418814366";"0";"-865126,95";"-0,21%";"1,44%";"4,61%";"7,38%";"9%";"";""
"2003/03/31";"1,705921";"418390907";"0";"845493,24";"0,2%";"1,13%";"4,14%";"7,05%";"8,89%";"";""
"2003/03/28";"1,711018";"418792968";"0";"-9,76";"-0%";"2,41%";"4,3%";"7,65%";"9,07%";"";""
"2003/03/27";"1,706584";"417707701";"0";"-153253654,65";"-36,69%";"2,15%";"4,03%";"7,2%";"8,92%";"";""
"2003/03/26";"1,710018";"572110248";"0";"67,81";"0%";"2,42%";"4,24%";"7,57%";"8,98%";"";""
"2003/03/25";"1,708143";"571482873";"0";"-1288300,71";"-0,23%";"2,3%";"3,95%";"7,31%";"8,94%";"";""
"2003/03/24";"1,711351";"573846874";"0";"-3420411,93";"-0,6%";"2,49%";"4,65%";"7,6%";"9,01%";"";""
"2003/03/21";"1,706154";"575514251";"0";"11943793,03";"2,08%";"2,37%";"4,25%";"7,28%";"8,93%";"";""
"2003/03/20";"1,709066";"564532339";"0";"-1446250,56";"-0,26%";"2,54%";"4,43%";"7,6%";"9,04%";"";""
"2003/03/19";"1,707235";"565372231";"0";"-189115,75";"-0,03%";"2,12%";"4,31%";"7,45%";"8,97%";"";""
"2003/03/18";"1,705077";"564846459";"0";"5082607,62";"0,9%";"2,8%";"4,41%";"7,24%";"8,92%";"";""
"2003/03/17";"1,706683";"560291089";"0";"-34,59";"-0%";"2,33%";"4,8%";"7,27%";"8,96%";"";""
"2003/03/14";"1,704725";"559648327";"0";"5373739";"0,96%";"2,39%";"4,38%";"7,15%";"9,09%";"";""
"2003/03/13";"1,704247";"554119171";"0";"-196,17";"-0%";"2,37%";"4,35%";"7,28%";"8,97%";"";""
"2003/03/12";"1,702642";"553597517";"0";"3251765,42";"0,59%";"1,97%";"4,26%";"7,28%";"9,03%";"";""
"2003/03/11";"1,702774";"550388418";"0";"6352645,84";"1,15%";"2,47%";"4,26%";"7,38%";"9,03%";"";""
"2003/03/10";"1,701677";"543685281";"0";"-147,23";"-0%";"2,01%";"4,39%";"7,35%";"9,01%";"";""
"2003/03/07";"1,70043";"543287012";"0";"3173257,28";"0,58%";"1,64%";"4,08%";"6,99%";"9,13%";"";""
"2003/03/06";"1,701925";"540588617";"0";"-255727,02";"-0,05%";"1,73%";"4,17%";"7,2%";"9,11%";"";""
"2003/03/05";"1,70143";"540687041";"0";"30,67";"0%";"1,29%";"4,14%";"7,27%";"9,12%";"";""
"2003/03/04";"1,698822";"539858230";"0";"-168,83";"-0%";"1,44%";"4,27%";"7,16%";"9,06%";"";""
"2003/03/03";"1,699909";"540203830";"0";"36,52";"0%";"1,58%";"4,29%";"7,39%";"9,09%";"";""
"2003/02/28";"1,703901";"541472387";"0";"147185393,83";"27,18%";"1,26%";"4,53%";"7,82%";"9,29%";"";""
"2003/02/27";"1,699399";"393245219";"0";"-57,05";"-0%";"0,99%";"4,25%";"7,4%";"9,17%";"";""
"2003/02/26";"1,700708";"393548182";"0";"213,38";"0%";"1,94%";"4,33%";"7,48%";"9,2%";"";""
"2003/02/25";"1,699633";"393299211";"0";"-185,63";"-0%";"1,34%";"4,24%";"7,46%";"9,17%";"";""
"2003/02/24";"1,702846";"394042893";"0";"196,65";"0%";"1,52%";"4,45%";"7,56%";"9,17%";"";""
"2003/02/21";"1,701302";"393685411";"0";"270801,44";"0,07%";"1,02%";"4,42%";"7,36%";"9,51%";"";""
"2003/02/20";"1,702459";"393682158";"0";"510848,67";"0,13%";"1,08%";"4,49%";"7,54%";"9,47%";"";""
"2003/02/19";"1,698346";"392221440";"0";"1104310,98";"0,28%";"0,67%";"4,23%";"7,33%";"9,38%";"";""
"2003/02/18";"1,69994";"391484216";"0";"-119,88";"-0%";"1,34%";"4,28%";"7,44%";"9,41%";"";""
"2003/02/17";"1,699449";"391371262";"0";"1556303,73";"0,4%";"1,62%";"4,29%";"7,41%";"9,04%";"";""
"2003/02/14";"1,699276";"389775276";"0";"20015273,09";"5,14%";"2,52%";"4,23%";"7,4%";"9,65%";"";""
"2003/02/13";"1,702397";"370439128";"0";"-1120519,55";"-0,3%";"2,71%";"4,42%";"7,77%";"9,39%";"";""
"2003/02/12";"1,697986";"370596917";"0";"89,99";"0%";"2,42%";"4,15%";"7,48%";"9,3%";"";""
"2003/02/11";"1,698469";"370702245";"0";"-126,36";"-0%";"2,12%";"4,02%";"7,58%";"9,31%";"";""
"2003/02/10";"1,699449";"370916263";"0";"772108,34";"0,21%";"2,26%";"4,46%";"7,66%";"9,57%";"";""
"2003/02/07";"1,694117";"368982832";"0";"12099539,11";"3,28%";"1,79%";"4,21%";"7,4%";"9,55%";"";""
"2003/02/06";"1,695262";"357124499";"0";"500630,78";"0,14%";"1,85%";"4,28%";"7,43%";"9,54%";"";""
"2003/02/05";"1,696075";"356794895";"0";"607478,9";"0,17%";"2,23%";"4,33%";"7,51%";"9,55%";"";""
"2003/02/04";"1,692862";"355512664";"0";"898866,61";"0,25%";"1,88%";"4,32%";"7,33%";"9,49%";"";""
"2003/02/03";"1,692214";"354478057";"0";"33,01";"0%";"1,97%";"4,28%";"7,32%";"9,28%";"";""
"2003/01/31";"1,694992";"355059948";"0";"1252473,27";"0,35%";"2,34%";"4,34%";"7,5%";"9,08%";"";""
"2003/01/30";"1,690965";"352966891";"0";"156,12";"0%";"2,1%";"4,09%";"7,47%";"9,06%";"";""
"2003/01/29";"1,691508";"353080079";"0";"1134962,45";"0,32%";"2,13%";"4,13%";"7,4%";"9,07%";"";""
"2003/01/28";"1,685611";"350718152";"0";"-7208619,99";"-2,06%";"1,8%";"3,84%";"7,02%";"8,95%";"";""
"2003/01/27";"1,686928";"358206427";"0";"-10593,6";"-0%";"2,29%";"3,86%";"7,21%";"9,05%";"";""
"2003/01/24";"1,686023";"358024845";"0";"-10,06";"-0%";"2,37%";"4,02%";"7,23%";"9,02%";"";""
"2003/01/23";"1,684764";"357757508";"0";"62,28";"0%";"2,3%";"3,94%";"7,2%";"9,01%";"";""
"2003/01/22";"1,68116";"356992141";"0";"-214316,79";"-0,06%";"1,7%";"3,72%";"6,95%";"8,93%";"";""
"2003/01/21";"1,684762";"357971797";"0";"-100765,41";"-0,03%";"2,19%";"4,05%";"7,24%";"9,01%";"";""
"2003/01/20";"1,681875";"357458971";"0";"-41,29";"-0%";"2,01%";"4,06%";"7,08%";"9,02%";"";""
"2003/01/17";"1,680923";"357256678";"0";"-73,24";"-0%";"0,86%";"3,86%";"6,91%";"9,02%";"";""
"2003/01/16";"1,692328";"359680725";"0";"-252250,43";"-0,07%";"1,54%";"4,57%";"7,74%";"9,33%";"";""
"2003/01/15";"1,683885";"358137275";"0";"200968,97";"0,06%";"1,16%";"4,05%";"7,35%";"9,14%";"";""
"2003/01/14";"1,680433";"357202529";"0";"-23,77";"-0%";"2,52%";"3,79%";"7,06%";"9,07%";"";""
"2003/01/13";"1,680923";"357306710";"0";"-61";"-0%";"1,64%";"3,91%";"7,16%";"9,06%";"";""
"2003/01/10";"1,680566";"357230885";"0";"12,93";"0%";"2,02%";"3,96%";"7,15%";"9,23%";"";""
"2003/01/09";"1,676333";"356331081";"0";"61";"0%";"1,77%";"3,7%";"6,92%";"9,06%";"";""
"2003/01/08";"1,679541";"357012931";"0";"-206825,21";"-0,06%";"1,64%";"3,9%";"7,3%";"9,13%";"";""
"2003/01/07";"1,683007";"357956936";"0";"-785507,83";"-0,22%";"1,9%";"4,28%";"7,49%";"9,2%";"";""
"2003/01/06";"1,681646";"358452339";"0";"-901991,26";"-0,25%";"2,34%";"4,01%";"7,29%";"9,25%";"";""
"2003/01/03";"1,684699";"360006732";"0";"46,58";"0%";"3,03%";"4,32%";"7,9%";"9,45%";"";""
"2003/01/02";"1,67872";"358729021";"0";"4948861,38";"1,38%";"2,66%";"3,95%";"7,44%";"9,32%";"";""
"2002/12/31";"1,686941";"355512686";"0";"3736025";"1,05%";"2,98%";"4,46%";"8,23%";"9,49%";"";""
"2002/12/30";"1,678568";"350030645";"0";"-18362954,43";"-5,25%";"2,33%";"3,93%";"7,69%";"9,31%";"";""
"2002/12/27";"1,670701";"366667037";"0";"48,77";"0%";"1,84%";"3,69%";"7,07%";"9,31%";"";""
"2002/12/23";"1,669694";"366445983";"0";"-1294500,85";"-0,35%";"2,28%";"3,7%";"7,22%";"9,31%";"";""
"2002/12/20";"1,666673";"367075126";"0";"50374,18";"0,01%";"1,84%";"3,55%";"6,92%";"9,18%";"";""
"2002/12/19";"1,671809";"368155771";"0";"-138,6";"-0%";"2,15%";"3,87%";"7,27%";"9,27%";"";""
"2002/12/18";"1,6587";"365269123";"0";"170,82";"0%";"1,57%";"3,05%";"6,06%";"8,98%";"";""
"2002/12/17";"1,667891";"367292939";"0";"2,96";"0%";"2,42%";"3,57%";"7,12%";"9,18%";"";""
"2002/12/16";"1,67069";"367909315";"0";"-210,09";"-0%";"2,55%";"3,84%";"7,6%";"9,31%";"";""
"2002/12/13";"1,664861";"366625897";"0";"212,28";"0%";"1,94%";"3,52%";"7,22%";"9,19%";"";""
"2002/12/12";"1,669713";"367694163";"0";"-10236567,59";"-2,78%";"2,24%";"3,82%";"7,42%";"9,3%";"";""
"2002/12/11";"1,661673";"376110919";"0";"152,78";"0%";"1,75%";"3,32%";"6,72%";"9,13%";"";""
"2002/12/10";"1,668114";"377568652";"0";"-511996,05";"-0,14%";"2,33%";"3,65%";"7,16%";"9,27%";"";""
"2002/12/09";"1,671759";"378906793";"0";"-127,84";"-0%";"2,38%";"3,99%";"7,54%";"9,36%";"";""
"2002/12/06";"1,673013";"379191142";"0";"-10107947,04";"-2,67%";"2,4%";"4,25%";"7,53%";"9,5%";"";""
"2002/12/05";"1,679719";"390859531";"0";"-8184004,89";"-2,09%";"2,81%";"4,67%";"7,94%";"9,63%";"";""
"2002/12/04";"1,674755";"397864260";"0";"15,35";"0%";"2,79%";"4,36%";"7,3%";"9,52%";"";""
"2002/12/03";"1,673534";"397574177";"0";"-952775,55";"-0,24%";"2,67%";"4,18%";"7,32%";"9,5%";"";""
"2002/12/02";"1,68008";"400085784";"0";"56,48";"0%";"3,01%";"4,67%";"7,71%";"9,68%";"";""
"2002/11/29";"1,682722";"400714880";"0";"250858,74";"0,06%";"3,23%";"4,84%";"8,1%";"9,75%";"";""
"2002/11/28";"1,668326";"397037977";"0";"1911851,52";"0,48%";"2,34%";"3,94%";"7,07%";"9,54%";"";""
"2002/11/27";"1,677116";"397207948";"0";"-432532,67";"-0,11%";"2,86%";"4,49%";"7,77%";"9,73%";"";""
"2002/11/26";"1,677416";"397711610";"0";"-1117506,31";"-0,28%";"2,9%";"4,62%";"7,74%";"9,74%";"";""
"2002/11/25";"1,686849";"401071944";"0";"-2047093,37";"-0,51%";"3,5%";"5,01%";"8,78%";"9,9%";"";""
"2002/11/22";"1,684193";"402484313";"0";"43,99";"0%";"3,37%";"4,94%";"8,6%";"9,91%";"";""
"2002/11/21";"1,686996";"403154123";"0";"-1172153,57";"-0,29%";"3,54%";"5,11%";"9%";"10,03%";"";""
"2002/11/20";"1,677433";"402034290";"0";"-1614091,37";"-0,4%";"2,9%";"4,52%";"8,38%";"9,82%";"";""
"2002/11/19";"1,672344";"402423792";"0";"148040,5";"0,04%";"2,62%";"4,18%";"8,01%";"9,71%";"";""
"2002/11/18";"1,658491";"398943467";"0";"62,77";"0%";"1,72%";"3,42%";"7,23%";"9,4%";"";""
"2002/11/15";"1,657432";"398688666";"0";"-227,7";"-0%";"1,66%";"2,97%";"7,16%";"9,47%";"";""
"2002/11/14";"1,657861";"398792088";"0";"36,34";"0%";"1,69%";"2,99%";"7,19%";"9,48%";"";""
"2002/11/13";"1,66319";"400073922";"0";"411397,33";"0,1%";"1,86%";"3,32%";"7,5%";"9,6%";"";""
"2002/11/12";"1,661859";"399342687";"0";"-88,1";"-0%";"2,15%";"3,51%";"7,37%";"9,57%";"";""
"2002/11/11";"1,664258";"399919252";"0";"199,12";"0%";"2,4%";"3,58%";"7,86%";"9,61%";"";""
"2002/11/08";"1,664399";"399952935";"0";"-210,58";"-0%";"2,38%";"3,27%";"7,87%";"9,68%";"";""
"2002/11/07";"1,659043";"398666105";"0";"-248778,18";"-0,06%";"2,05%";"2,94%";"7,58%";"9,57%";"";""
"2002/11/06";"1,661634";"399537886";"0";"-45,03";"-0%";"2,4%";"3,1%";"7,76%";"9,63%";"";""
"2002/11/05";"1,659544";"399035393";"0";"-4,24";"-0%";"2,26%";"2,95%";"7,49%";"9,59%";"";""
"2002/11/04";"1,659158";"398942584";"0";"-3432974,65";"-0,86%";"2,12%";"2,98%";"7,73%";"9,68%";"";""
"2002/10/31";"1,656193";"401656493";"0";"-63,11";"-0%";"1,95%";"2,93%";"7,54%";"9,61%";"";""
"2002/10/30";"1,655853";"401574100";"0";"-201368,71";"-0,05%";"2,01%";"2,91%";"7,56%";"9,6%";"";""
"2002/10/29";"1,649149";"400148813";"0";"90685,95";"0,02%";"1,53%";"2,6%";"7,13%";"9,45%";"";""
"2002/10/28";"1,647582";"399677997";"0";"4971820,8";"1,24%";"1,48%";"2,36%";"7,17%";"9,38%";"";""
"2002/10/25";"1,646959";"394556926";"0";"320794,82";"0,08%";"1,61%";"2,42%";"7,1%";"9,43%";"";""
"2002/10/24";"1,65305";"395694147";"0";"-298103,4";"-0,08%";"1,99%";"2,8%";"6,66%";"9,64%";"";""
"2002/10/22";"1,64868";"394945406";"0";"-6860940,19";"-1,74%";"2,01%";"2,86%";"6,43%";"9,55%";"";""
"2002/10/21";"1,665969";"406019917";"0";"-801185,07";"-0,2%";"3,03%";"3,7%";"7,55%";"9,96%";"";""
"2002/10/18";"1,666646";"406986422";"0";"-755618,01";"-0,19%";"2,98%";"4,24%";"7,88%";"10,01%";"";""
"2002/10/17";"1,664528";"407223875";"0";"35,07";"0%";"2,85%";"4,11%";"7,54%";"9,97%";"";""
"2002/10/16";"1,639113";"401006105";"0";"59,64";"0%";"1,24%";"2,52%";"5,76%";"9,41%";"";""
"2002/10/15";"1,653844";"404609958";"0";"-104,13";"-0%";"2,24%";"3,27%";"6,35%";"9,74%";"";""
"2002/10/14";"1,648562";"403317830";"0";"-381277,47";"-0,09%";"1,85%";"3,16%";"7,79%";"9,58%";"";""
"2002/10/11";"1,647221";"403370724";"0";"-7809825,48";"-1,94%";"1,9%";"3,1%";"7,47%";"9,66%";"";""
"2002/10/10";"1,652488";"412495302";"0";"99,62";"0%";"2,23%";"3,43%";"8,1%";"9,81%";"";""
"2002/10/09";"1,651648";"412285521";"0";"-50,75";"-0%";"2,33%";"3,38%";"7,74%";"9,79%";"";""
"2002/10/08";"1,643226";"410183266";"0";"-156,45";"-0%";"1,63%";"2,79%";"7,4%";"9,61%";"";""
"2002/10/07";"1,638488";"409000719";"0";"-153537,79";"-0,04%";"1,49%";"2,53%";"6,94%";"9,48%";"";""
"2002/10/04";"1,635226";"408339688";"0";"-102,14";"-0%";"1,26%";"2,43%";"6,55%";"9,49%";"";""
"2002/10/03";"1,63571";"408460652";"0";"-727476,19";"-0,18%";"1,29%";"2,46%";"7,21%";"9,55%";"";""
"2002/10/02";"1,6381";"409786009";"0";"1077149,01";"0,26%";"1,44%";"2,61%";"7,03%";"9,6%";"";""
