"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2012/10/02";"3,440925";"14346303244,20716";"";"788947,69";"0,01%";"3,51%";"6,24%";"9,04%";"7,47%";"7,97%";"7,7%"
"2012/10/01";"3,441926";"14349687552,20181";"";"-967193,37";"-0,01%";"3,65%";"6,31%";"9,07%";"7,36%";"7,9%";"7,69%"
"2012/09/28";"3,43638";"14327531432,859201";"";"-24456,1";"-0%";"3,6%";"6,15%";"8,65%";"7,34%";"7,89%";"7,67%"
"2012/09/27";"3,437729";"14333180375,45223";"";"528478,68";"0%";"3,81%";"6,27%";"8,64%";"7,37%";"7,9%";"7,68%"
"2012/09/26";"3,435759";"14324438531,42189";"";"-72506660,51";"-0,51%";"3,76%";"6,2%";"8,75%";"7,35%";"7,9%";"7,65%"
"2012/09/25";"3,431759";"14380183893,837011";"";"536280,71";"0%";"3,7%";"6,05%";"8,71%";"7,31%";"7,87%";"7,69%"
"2012/09/24";"3,430715";"14375273077,467571";"";"-35630,37";"-0%";"3,7%";"6,02%";"8,67%";"7,3%";"7,86%";"7,71%"
"2012/09/21";"3,426604";"14358082883,458132";"";"-5079352,66";"-0,04%";"3,58%";"5,95%";"8,11%";"7,43%";"7,87%";"7,67%"
"2012/09/20";"3,428955";"14373016831,04874";"";"-40052831,47";"-0,28%";"3,65%";"6,03%";"8%";"7,47%";"7,88%";"7,68%"
"2012/09/19";"3,427984";"14408988217,697561";"";"687669,6";"0%";"3,64%";"5,97%";"7,89%";"7,46%";"7,88%";"7,7%"
"2012/09/18";"3,42702";"14404248720,042751";"";"352417,18";"0%";"3,71%";"5,96%";"7,79%";"7,45%";"7,91%";"7,72%"
"2012/09/17";"3,425753";"14398571053,345411";"";"886612,99";"0,01%";"3,93%";"5,92%";"7,75%";"7,46%";"7,93%";"7,72%"
"2012/09/14";"3,421666";"14380507680,59045";"";"8075937,59";"0,06%";"3,78%";"5,79%";"7,78%";"7,75%";"7,9%";"7,68%"
"2012/09/13";"3,420481";"14367454246,18493";"";"450911,19";"0%";"3,86%";"5,8%";"7,63%";"7,77%";"7,9%";"7,67%"
"2012/09/12";"3,416118";"14348677480,95211";"";"-1344441,83";"-0,01%";"3,74%";"5,72%";"7,53%";"7,72%";"7,86%";"7,66%"
"2012/09/11";"3,417632";"14356381753,791552";"";"-5615777,57";"-0,04%";"3,84%";"5,8%";"7,44%";"7,74%";"7,91%";"7,68%"
"2012/09/10";"3,417367";"14360883915,45536";"";"-1037503,02";"-0,01%";"3,86%";"5,79%";"7,43%";"7,8%";"7,92%";"7,66%"
"2012/09/07";"3,411583";"14337613419,510422";"";"470523,35";"0%";"3,62%";"5,58%";"7,36%";"7,78%";"7,91%";"7,64%"
"2012/09/06";"3,416316";"14357033280,569502";"";"-15729262,62";"-0,11%";"4,04%";"5,81%";"7,57%";"7,84%";"7,93%";"7,66%"
"2012/09/05";"3,412486";"14356649373,17366";"";"-196762,06";"-0%";"3,86%";"5,86%";"7,55%";"7,8%";"7,91%";"7,67%"
"2012/09/04";"3,41332";"14360354899,715462";"";"-48789,55";"-0%";"3,91%";"5,97%";"7,63%";"7,8%";"7,89%";"7,67%"
"2012/09/03";"3,413654";"14361808882,693972";"";"-181279,1";"-0%";"3,96%";"5,98%";"7,64%";"7,81%";"7,92%";"7,67%"
"2012/08/31";"3,410139";"14347201786,80709";"";"65158,87";"0%";"3,72%";"5,85%";"7,7%";"7,8%";"7,87%";"7,66%"
"2012/08/30";"3,407328";"14335310188,883991";"";"-181128,12";"-0%";"3,59%";"5,76%";"7,61%";"7,84%";"7,88%";"7,65%"
"2012/08/29";"3,406491";"14331969846,15323";"";"2175643,68";"0,02%";"3,56%";"5,74%";"7,64%";"7,83%";"7,88%";"7,65%"
"2012/08/28";"3,403778";"14318381657,51884";"";"1903991,87";"0,01%";"3,56%";"5,9%";"7,58%";"7,81%";"7,88%";"7,64%"
"2012/08/27";"3,399493";"14298454719,73051";"";"-39792946,81";"-0,28%";"3,43%";"6,04%";"7,45%";"7,79%";"7,84%";"7,63%"
"2012/08/24";"3,39808";"14332287970,798311";"";"-686447,59";"-0%";"3,41%";"5,94%";"7,55%";"7,84%";"7,84%";"7,63%"
"2012/08/23";"3,396757";"14327394053,84621";"";"19716,19";"0%";"3,4%";"5,94%";"7,53%";"8,02%";"7,84%";"7,62%"
"2012/08/22";"3,394323";"14317107830,76567";"";"-32894,8";"-0%";"3,3%";"5,84%";"7,45%";"7,99%";"7,85%";"7,61%"
"2012/08/21";"3,391471";"14305111085,08658";"";"539260,45";"0%";"3,44%";"5,65%";"7,44%";"7,96%";"7,86%";"7,6%"
"2012/08/17";"3,387347";"14287177586,50126";"";"-6458150,39";"-0,05%";"3,29%";"5,57%";"7,44%";"8,07%";"7,86%";"7,59%"
"2012/08/16";"3,386506";"14290086957,37067";"";"-2075239,46";"-0,01%";"3,2%";"5,48%";"7,58%";"8%";"7,85%";"7,58%"
"2012/08/15";"3,384445";"14283464103,190512";"";"-1369817,49";"-0,01%";"3,03%";"5,43%";"7,62%";"7,97%";"7,78%";"7,56%"
"2012/08/14";"3,383628";"14281385582,968842";"";"-151154593,87";"-1,06%";"3,01%";"5,67%";"7,62%";"7,97%";"7,76%";"7,6%"
"2012/08/13";"3,382155";"14426257236,849972";"";"-9427426,98";"-0,07%";"3,05%";"5,66%";"7,57%";"8,05%";"7,73%";"7,6%"
"2012/08/10";"3,380399";"14428189719,848862";"";"-228300,22";"-0%";"3,08%";"5,86%";"7,73%";"8,09%";"7,76%";"7,59%"
"2012/08/09";"3,379054";"14422677211,89052";"";"-263087,99";"-0%";"3,01%";"5,76%";"7,81%";"8,09%";"7,71%";"7,59%"
"2012/08/08";"3,375419";"14407424895,866362";"";"-256647,61";"-0%";"3%";"5,64%";"7,58%";"8,05%";"7,71%";"7,6%"
"2012/08/07";"3,374158";"14402299074,98501";"";"-1802833,73";"-0,01%";"2,97%";"5,83%";"7,58%";"8,03%";"7,72%";"7,59%"
"2012/08/06";"3,373938";"14403162740,35601";"";"-551996,37";"-0%";"3,08%";"5,83%";"7,57%";"8,06%";"7,73%";"7,58%"
"2012/08/03";"3,368084";"14378723362,824612";"";"-579449,09";"-0%";"2,93%";"5,92%";"6,91%";"8,1%";"7,7%";"7,56%"
"2012/08/02";"3,368933";"14382927432,940561";"";"-12620128,5";"-0,09%";"3,01%";"5,97%";"6,91%";"8,16%";"7,66%";"7,57%"
"2012/08/01";"3,368449";"14393479415,52161";"";"-149442,93";"-0%";"3,11%";"6,13%";"6,88%";"8,16%";"7,7%";"7,57%"
"2012/07/31";"3,366216";"14384087086,18297";"";"-197531,86";"-0%";"3,05%";"6,09%";"6,85%";"8,14%";"7,65%";"7,56%"
"2012/07/30";"3,366547";"14385699024,66817";"";"1006580,8";"0,01%";"3,06%";"6,04%";"6,86%";"8,16%";"7,68%";"7,56%"
"2012/07/27";"3,362783";"14368609501,21141";"";"-940494,86";"-0,01%";"2,94%";"5,94%";"6,77%";"8,08%";"7,66%";"7,57%"
"2012/07/26";"3,363309";"14371797653,236912";"";"580267,33";"0%";"3,02%";"6,11%";"6,8%";"8,11%";"7,7%";"7,57%"
"2012/07/25";"3,365744";"14381621994,68357";"";"105947,33";"0%";"3,06%";"6,48%";"6,88%";"8,13%";"7,64%";"7,59%"
"2012/07/24";"3,371064";"14404247920,41735";"";"-1281382,12";"-0,01%";"3,69%";"6,86%";"7,1%";"8,19%";"7,7%";"7,63%"
"2012/07/23";"3,370272";"14402144857,97685";"";"-3678184,28";"-0,03%";"3,7%";"7,14%";"7,08%";"8,17%";"7,69%";"7,62%"
"2012/07/20";"3,372075";"14413529749,29565";"";"-10495199,81";"-0,07%";"3,85%";"7,36%";"7,2%";"8,27%";"7,7%";"7,62%"
"2012/07/19";"3,370734";"14418288831,888811";"";"-343135,45";"-0%";"3,8%";"7,44%";"7,14%";"8,25%";"7,74%";"7,61%"
"2012/07/18";"3,366578";"14400854286,14401";"";"1412454,94";"0,01%";"3,73%";"7,52%";"7,06%";"8,21%";"7,7%";"7,59%"
"2012/07/17";"3,370157";"14414749839,01176";"";"-54368,03";"-0%";"3,86%";"7,79%";"7,21%";"8,24%";"7,73%";"7,62%"
"2012/07/16";"3,365628";"14395432810,32455";"";"-2017010,04";"-0,01%";"3,76%";"7,54%";"7,06%";"8,2%";"7,71%";"7,59%"
"2012/07/13";"3,355684";"14354911476,551651";"";"1109527,79";"0,01%";"3,5%";"7,2%";"6,81%";"8,35%";"7,67%";"7,58%"
"2012/07/12";"3,346412";"14314141345,53358";"";"243220,39";"0%";"3,21%";"6,73%";"6,52%";"8,28%";"7,6%";"7,55%"
"2012/07/11";"3,338744";"14281099124,054081";"";"2650356,24";"0,02%";"2,94%";"6,73%";"6,29%";"8,19%";"7,58%";"7,54%"
"2012/07/10";"3,33738";"14272615495,149181";"";"180373,9";"0%";"3,03%";"6,96%";"6,31%";"8,18%";"7,58%";"7,52%"
"2012/07/09";"3,33799";"14275043809,92601";"";"1109013,01";"0,01%";"3,03%";"6,81%";"6,33%";"8,22%";"7,59%";"7,53%"
"2012/07/06";"3,334945";"14260913747,882511";"";"-32294,69";"-0%";"2,93%";"6,76%";"6,29%";"8,35%";"7,58%";"7,52%"
"2012/07/05";"3,33154";"14246385526,20376";"";"1664052,58";"0,01%";"2,83%";"6,82%";"6,18%";"8,29%";"7,54%";"7,51%"
"2012/07/04";"3,327865";"14229008214,46721";"";"-500714,26";"-0%";"2,69%";"6,51%";"6,11%";"8,25%";"7,53%";"7,5%"
"2012/07/03";"3,32536";"14218797881,297312";"";"-16368,95";"-0%";"2,61%";"6,26%";"6,06%";"8,22%";"7,51%";"7,49%"
"2012/07/02";"3,324166";"14213708858,886871";"";"1183325,1";"0,01%";"2,64%";"5,93%";"6,02%";"8,23%";"7,48%";"7,48%"
"2012/06/29";"3,320627";"14197394482,006672";"";"-75940,44";"-0%";"2,54%";"5,72%";"5,87%";"8,51%";"7,5%";"7,5%"
"2012/06/28";"3,316983";"14181890358,13557";"";"-14402355,25";"-0,1%";"2,46%";"5,35%";"5,71%";"8,53%";"7,47%";"7,49%"
"2012/06/27";"3,311655";"14173489507,10581";"";"75382,05";"0%";"2,37%";"5,16%";"5,57%";"8,47%";"7,48%";"7,46%"
"2012/06/26";"3,311119";"14171120121,00831";"";"64479,22";"0%";"2,34%";"5,25%";"5,59%";"8,47%";"7,47%";"7,48%"
"2012/06/25";"3,309339";"14163437528,68811";"";"-3960574,33";"-0,03%";"2,27%";"5,19%";"5,53%";"8,47%";"7,5%";"7,46%"
"2012/06/22";"3,308374";"14163266903,65736";"";"-34070,41";"-0%";"2,27%";"5,15%";"5,41%";"8,63%";"7,49%";"7,47%"
"2012/06/21";"3,308318";"14163061235,49331";"";"24534,04";"0%";"2,29%";"5,02%";"5,45%";"8,57%";"7,49%";"7,47%"
"2012/06/20";"3,308198";"14162522976,83838";"";"434640,17";"0%";"2,29%";"5,04%";"5,47%";"8,57%";"7,5%";"7,46%"
"2012/06/19";"3,307654";"14159759523,204391";"";"-785660,69";"-0,01%";"2,25%";"5,07%";"5,46%";"8,56%";"7,51%";"7,47%"
"2012/06/18";"3,304331";"14146318940,262732";"";"8128953,21";"0,06%";"2,17%";"4,92%";"5,35%";"8,54%";"7,48%";"7,45%"
"2012/06/15";"3,296231";"14103532642,227861";"";"50255528,69";"0,36%";"1,92%";"4,72%";"5,04%";"8,48%";"7,45%";"7,44%"
"2012/06/14";"3,297107";"14057011885,390812";"";"164583,8";"0%";"1,94%";"4,79%";"5,12%";"8,55%";"7,45%";"7,44%"
"2012/06/13";"3,29322";"14040275511,388851";"";"-1076134,17";"-0,01%";"1,86%";"4,61%";"5,04%";"8,51%";"7,44%";"7,42%"
"2012/06/12";"3,29298";"14040328353,950312";"";"-67269,8";"-0%";"1,91%";"4,59%";"5,04%";"8,51%";"7,43%";"7,43%"
"2012/06/11";"3,291392";"14033624811,827711";"";"-306920,81";"-0%";"1,89%";"4,46%";"4,99%";"8,47%";"7,44%";"7,41%"
"2012/06/08";"3,29051";"14030171035,71256";"";"9047,46";"0%";"1,96%";"4,4%";"4,89%";"8,54%";"7,45%";"7,44%"
"2012/06/07";"3,292413";"14038276049,068361";"";"3752,05";"0%";"1,89%";"4,48%";"4,99%";"8,59%";"7,44%";"7,45%"
"2012/06/06";"3,283719";"14001202603,957722";"";"2146566,08";"0,02%";"1,71%";"4,18%";"4,76%";"8,5%";"7,36%";"7,41%"
"2012/06/05";"3,285647";"14007275431,813911";"";"-1085697,19";"-0,01%";"1,93%";"4,15%";"4,83%";"8,52%";"7,37%";"7,43%"
"2012/06/04";"3,28489";"14005133658,316132";"";"-272789,74";"-0%";"1,98%";"4,36%";"4,81%";"8,51%";"7,36%";"7,43%"
"2012/06/01";"3,283504";"13999497119,78263";"";"160577,13";"0%";"1,9%";"4,65%";"4,79%";"8,52%";"7,39%";"7,42%"
"2012/05/31";"3,287946";"14018275168,250961";"";"13964634,77";"0,1%";"2,06%";"5,08%";"4,97%";"8,57%";"7,46%";"7,43%"
"2012/05/30";"3,28909";"14009183159,50661";"";"-6041897,1";"-0,04%";"2,09%";"5,11%";"5%";"8,59%";"7,44%";"7,45%"
"2012/05/29";"3,289378";"14016452260,73476";"";"151608,45";"0%";"2,1%";"5,44%";"5,06%";"8,59%";"7,49%";"7,43%"
"2012/05/25";"3,286733";"14005030097,421011";"";"122274,91";"0%";"2,47%";"5,37%";"4,88%";"8,57%";"7,48%";"7,43%"
"2012/05/24";"3,28617";"14002508855,787971";"";"-1635506292,47";"-11,68%";"2,45%";"4,56%";"4,84%";"8,74%";"7,42%";"7,43%"
"2012/05/23";"3,285179";"15633299240,982092";"";"-488267,78";"-0%";"2,46%";"4,28%";"4,82%";"8,73%";"7,43%";"7,42%"
"2012/05/22";"3,285873";"15637090174,622911";"";"-109972222,01";"-0,7%";"2,46%";"4,22%";"4,95%";"8,74%";"7,45%";"7,44%"
"2012/05/21";"3,278645";"15712423271,203892";"";"477754,52";"0%";"2,14%";"4,04%";"4,72%";"8,7%";"7,41%";"7,39%"
"2012/05/18";"3,278405";"15710795387,000011";"";"1425789,54";"0,01%";"2,17%";"4,01%";"4,76%";"9%";"7,42%";"7,37%"
"2012/05/17";"3,279606";"15715124515,75156";"";"-1225528,73";"-0,01%";"2,21%";"4,41%";"4,83%";"9,02%";"7,39%";"7,38%"
"2012/05/16";"3,281637";"15726082892,55841";"";"-176687,96";"-0%";"2,22%";"4,31%";"4,87%";"9,05%";"7,41%";"7,41%"
"2012/05/15";"3,284925";"15742016332,868261";"";"410085,59";"0%";"2,33%";"4,37%";"5,02%";"9,08%";"7,44%";"7,41%"
"2012/05/14";"3,284895";"15741462485,030401";"";"48066,26";"0%";"2,59%";"4,35%";"5,02%";"9,14%";"7,46%";"7,39%"
"2012/05/11";"3,282133";"15728178748,63821";"";"656232,65";"0%";"2,79%";"3,88%";"5,06%";"8,94%";"7,45%";"7,37%"
"2012/05/10";"3,279367";"15714268230,654531";"";"-8011404,85";"-0,05%";"2,7%";"3,68%";"4,99%";"8,92%";"7,41%";"7,36%"
"2012/05/09";"3,280199";"15726268495,75464";"";"-592443,53";"-0%";"2,67%";"3,59%";"5,03%";"8,93%";"7,42%";"7,36%"
"2012/05/08";"3,27712";"15712098723,68803";"";"686017,07";"0%";"2,57%";"3,46%";"4,96%";"8,89%";"7,41%";"7,36%"
"2012/05/07";"3,276929";"15710497000,19301";"";"382144,83";"0%";"2,78%";"3,51%";"4,95%";"8,97%";"7,42%";"7,37%"
"2012/05/04";"3,273267";"15692558649,350512";"";"-303222,6";"-0%";"2,94%";"3,46%";"4,95%";"9,16%";"7,4%";"7,36%"
"2012/05/03";"3,272101";"15687271775,89859";"";"810839,53";"0,01%";"2,9%";"3,47%";"4,93%";"9,25%";"7,42%";"7,36%"
"2012/05/02";"3,270389";"15678253603,792372";"";"100654177,18";"0,64%";"2,87%";"3,31%";"4,87%";"9,23%";"7,42%";"7,36%"
"2012/04/27";"3,266714";"15560094573,858912";"";"2845,38";"0%";"2,91%";"3,02%";"4,82%";"9,27%";"7,41%";"7,34%"
"2012/04/26";"3,264702";"15550508121,04861";"";"-12103127,58";"-0,08%";"3%";"2,8%";"4,78%";"9,33%";"7,42%";"7,34%"
"2012/04/25";"3,265697";"15567354345,60312";"";"17094,26";"0%";"3,32%";"2,9%";"4,86%";"9,34%";"7,43%";"7,38%"
"2012/04/24";"3,251087";"15497692456,60721";"";"9424626,87";"0,06%";"3,06%";"2,53%";"4,39%";"9,18%";"7,35%";"7,3%"
"2012/04/23";"3,250021";"15483189376,43897";"";"57460,1";"0%";"3,32%";"2,64%";"4,35%";"9,12%";"7,33%";"7,33%"
"2012/04/20";"3,246962";"15468558810,33691";"";"-287083,33";"-0%";"3,37%";"2,51%";"4,31%";"9,31%";"7,32%";"7,34%"
"2012/04/19";"3,247317";"15470537148,5352";"";"402151,71";"0%";"3,51%";"2,52%";"4,33%";"9,34%";"7,35%";"7,34%"
"2012/04/18";"3,245465";"15461312116,272732";"";"260549,79";"0%";"3,65%";"2,48%";"4,26%";"9,32%";"7,35%";"7,32%"
"2012/04/17";"3,244923";"15458469535,87936";"";"1247906,13";"0,01%";"3,78%";"2,46%";"4,26%";"9,32%";"7,34%";"7,34%"
"2012/04/16";"3,243545";"15450657513,619331";"";"375572,08";"0%";"3,64%";"2,5%";"4,21%";"9,21%";"7,33%";"7,32%"
"2012/04/13";"3,242148";"15443627480,490082";"";"-4469286,36";"-0,03%";"3,57%";"2,52%";"4,2%";"9,11%";"7,33%";"7,33%"
"2012/04/12";"3,242314";"15448887719,04178";"";"43745,68";"0%";"3,41%";"2,59%";"4,26%";"9,11%";"7,33%";"7,33%"
"2012/04/11";"3,243242";"15453265669,469341";"";"-6770032,73";"-0,04%";"3,67%";"2,7%";"4,26%";"9,12%";"7,38%";"7,33%"
"2012/04/10";"3,239293";"15441211426,681221";"";"-117524,35";"-0%";"3,81%";"2,59%";"4,27%";"9,08%";"7,34%";"7,32%"
"2012/04/05";"3,239885";"15444150945,437191";"";"2537057,71";"0,02%";"3,88%";"2,82%";"4,39%";"9,58%";"7,39%";"7,33%"
"2012/04/04";"3,240589";"15444969221,694181";"";"-2147681,5";"-0,01%";"3,72%";"2,95%";"4,41%";"9,59%";"7,39%";"7,35%"
"2012/04/03";"3,240658";"15447445809,78531";"";"3291594,41";"0,02%";"3,56%";"2,78%";"4,47%";"9,59%";"7,4%";"7,37%"
"2012/04/02";"3,238794";"15435270864,07649";"";"-99995892,57";"-0,65%";"3,21%";"2,63%";"4,41%";"9,68%";"7,4%";"7,36%"
"2012/03/30";"3,237701";"15530024050,07941";"";"-1937251,71";"-0,01%";"3%";"2,6%";"4,4%";"9,82%";"7,41%";"7,35%"
"2012/03/29";"3,238444";"15535525635,629171";"";"-2827362,26";"-0,02%";"3,11%";"2,5%";"4,47%";"9,82%";"7,41%";"7,35%"
"2012/03/28";"3,237371";"15533204644,925892";"";"-5452916,79";"-0,04%";"2,82%";"2,36%";"4,42%";"9,81%";"7,42%";"7,37%"
"2012/03/27";"3,235042";"15527478882,02041";"";"-5132789,81";"-0,03%";"2,72%";"2,23%";"4,43%";"9,78%";"7,4%";"7,35%"
"2012/03/26";"3,235317";"15533932046,710892";"";"-274602,18";"-0%";"2,84%";"2,4%";"4,44%";"9,65%";"7,41%";"7,36%"
"2012/03/23";"3,23604";"15537678095,860512";"";"7658132,97";"0,05%";"2,86%";"2,51%";"4,56%";"10,16%";"7,41%";"7,36%"
"2012/03/22";"3,234883";"15524467425,49949";"";"6153192,88";"0,04%";"2,81%";"2,29%";"4,52%";"10,17%";"7,41%";"7,36%"
"2012/03/21";"3,234241";"15515234443,41846";"";"90880,11";"0%";"2,67%";"2,04%";"4,47%";"10,16%";"7,42%";"7,36%"
"2012/03/20";"3,23407";"15514323250,428265";"";"-337674,89";"-0%";"2,69%";"1,87%";"4,5%";"10,16%";"7,43%";"7,37%"
"2012/03/19";"3,23482";"15518258867,13261";"";"755769,63";"0%";"2,76%";"1,81%";"4,52%";"10,2%";"7,43%";"7,37%"
"2012/03/14";"3,234283";"15514927096,62549";"";"-454077,47";"-0%";"2,8%";"1,87%";"4,69%";"10,26%";"7,49%";"7,35%"
"2012/03/13";"3,233098";"15509696536,51795";"";"593,88";"0%";"2,7%";"1,74%";"4,65%";"10,25%";"7,48%";"7,36%"
"2012/03/12";"3,231339";"15501257734,09345";"";"-4330330,25";"-0,03%";"2,64%";"1,71%";"4,6%";"10,63%";"7,43%";"7,37%"
"2012/03/09";"3,230374";"15500957509,493681";"";"-2869695,46";"-0,02%";"2,53%";"1,55%";"4,57%";"10,97%";"7,48%";"7,38%"
"2012/03/08";"3,227354";"15489333044,789211";"";"-21160,56";"-0%";"2,4%";"1,47%";"4,54%";"10,94%";"7,49%";"7,37%"
"2012/03/07";"3,231388";"15508714974,22117";"";"-25360190,37";"-0,16%";"2,54%";"1,69%";"4,55%";"10,99%";"7,54%";"7,35%"
"2012/03/06";"3,228646";"15520893697,64476";"";"-5094526,4";"-0,03%";"2,43%";"1,66%";"4,47%";"10,95%";"7,51%";"7,36%"
"2012/03/05";"3,223534";"15501405519,153551";"";"99935523,71";"0,64%";"2,18%";"1,59%";"4,3%";"10,56%";"7,49%";"7,35%"
"2012/03/02";"3,220966";"15389200549,876532";"";"-10155645,37";"-0,07%";"2,33%";"1,57%";"4,22%";"10,17%";"7,49%";"7,36%"
"2012/03/01";"3,222401";"15406216893,59881";"";"-8846,78";"-0%";"2,7%";"1,66%";"4,41%";"10,15%";"7,51%";"7,37%"
"2012/02/29";"3,221667";"15402716503,10481";"";"-70905,33";"-0%";"3,27%";"1,8%";"4,32%";"10,14%";"7,48%";"7,38%"
"2012/02/28";"3,214175";"15366968162,293072";"";"48741801,26";"0,32%";"2,83%";"1,59%";"4,08%";"10,05%";"7,43%";"7,36%"
"2012/02/27";"3,205867";"15278631807,34361";"";"-171704993,52";"-1,12%";"2,78%";"1,33%";"3,95%";"9,96%";"7,39%";"7,32%"
"2012/02/24";"3,207641";"15458886406,16167";"";"-8882016,8";"-0,06%";"2,06%";"1,52%";"4,07%";"10,26%";"7,42%";"7,32%"
"2012/02/23";"3,206213";"15460882373,895191";"";"3890869,12";"0,03%";"1,77%";"1,5%";"4,08%";"10,27%";"7,41%";"7,31%"
"2012/02/22";"3,206983";"15460703636,017971";"";"-1592164,04";"-0,01%";"1,72%";"1,52%";"4,12%";"10,22%";"7,42%";"7,31%"
"2012/02/21";"3,210031";"15476991567,88709";"";"-128356925,81";"-0,83%";"1,86%";"1,69%";"4,28%";"10,25%";"7,43%";"7,31%"
"2012/02/20";"3,20917";"15601162800,454762";"";"84632,32";"0%";"1,81%";"1,66%";"4,28%";"10,24%";"7,45%";"7,32%"
"2012/02/17";"3,208677";"15598681494,995281";"";"79983504,12";"0,51%";"2,15%";"1,77%";"4,34%";"9,91%";"7,45%";"7,33%"
"2012/02/16";"3,210496";"15527495545,642012";"";"663446,15";"0%";"2,05%";"1,98%";"4,39%";"9,61%";"7,46%";"7,33%"
"2012/02/15";"3,210124";"15525033006,283571";"";"403946550,82";"2,6%";"1,99%";"2,07%";"4,42%";"9,31%";"7,47%";"7,33%"
"2012/02/14";"3,201978";"15082715236,701012";"";"627154,92";"0%";"1,72%";"1,84%";"4,15%";"9,21%";"7,43%";"7,3%"
"2012/02/13";"3,201097";"15077938359,450562";"";"-102813515,29";"-0,68%";"1,32%";"1,82%";"4,26%";"9,2%";"7,42%";"7,32%"
"2012/02/10";"3,193151";"15143069088,37651";"";"2111804,75";"0,01%";"0,96%";"1,76%";"4,08%";"9,08%";"7,37%";"7,3%"
"2012/02/09";"3,194881";"15149160420,932692";"";"-2562908,31";"-0,02%";"0,9%";"1,93%";"4,04%";"9,38%";"7,39%";"7,3%"
"2012/02/08";"3,195061";"15152576979,256512";"";"-195130469,89";"-1,29%";"0,87%";"1,83%";"4%";"9,48%";"7,39%";"7,31%"
"2012/02/07";"3,188326";"15315355387,738811";"";"-23610051,3";"-0,15%";"0,71%";"1,66%";"3,79%";"9,4%";"7,36%";"7,29%"
"2012/02/06";"3,188128";"15338012865,4409";"";"717460,17";"0%";"0,77%";"1,65%";"3,88%";"9,4%";"7,35%";"7,29%"
"2012/02/03";"3,179755";"15297014972,85651";"";"-9417405,93";"-0,06%";"0,55%";"0,93%";"3,62%";"8,81%";"7,31%";"7,27%"
"2012/02/02";"3,179208";"15303799277,020771";"";"-5590396,98";"-0,04%";"0,43%";"0,89%";"3,69%";"8,8%";"7,31%";"7,26%"
"2012/02/01";"3,173868";"15283675049,206732";"";"-53829577,38";"-0,35%";"0,01%";"0,71%";"3,51%";"8,83%";"7,28%";"7,25%"
"2012/01/31";"3,1731";"15333793318,00181";"";"-2394660,63";"-0,02%";"-0,02%";"0,72%";"3,65%";"8,82%";"7,3%";"7,24%"
"2012/01/30";"3,174735";"15344090240,565262";"";"-1006205,9";"-0,01%";"0,04%";"0,77%";"3,74%";"8,84%";"7,31%";"7,27%"
"2012/01/27";"3,1742";"15342510521,464611";"";"-3444832,86";"-0,02%";"0,11%";"0,79%";"3,72%";"8,36%";"7,33%";"7,27%"
"2012/01/26";"3,169561";"15323527691,63758";"";"-9847011,35";"-0,06%";"-0,19%";"0,65%";"3,63%";"8,4%";"7,3%";"7,25%"
"2012/01/25";"3,16085";"15291233527,272812";"";"-3250980,92";"-0,02%";"-0,4%";"0,38%";"3,53%";"8,3%";"7,24%";"7,22%"
"2012/01/24";"3,154621";"15264344088,99681";"";"-320665,78";"-0%";"-0,51%";"0,22%";"3,46%";"8,23%";"7,21%";"7,21%"
"2012/01/23";"3,145614";"15221081441,45808";"";"-1511227,15";"-0,01%";"-0,66%";"-0,06%";"3,2%";"8,12%";"7,14%";"7,19%"
"2012/01/20";"3,140985";"15200191515,297451";"";"-835856,67";"-0,01%";"-0,83%";"-0,15%";"3,08%";"7,97%";"7,1%";"7,18%"
"2012/01/19";"3,137337";"15183372608,300892";"";"-191479642,73";"-1,26%";"-0,95%";"-0,27%";"2,99%";"7,91%";"7,07%";"7,16%"
"2012/01/18";"3,131204";"15344796834,972052";"";"-4840787,27";"-0,03%";"-1,13%";"-0,42%";"2,84%";"7,94%";"7,05%";"7,14%"
"2012/01/17";"3,126648";"15327303418,21092";"";"118149,18";"0%";"-1,28%";"-0,54%";"2,81%";"7,88%";"7,02%";"7,12%"
"2012/01/16";"3,129552";"15341421008,40204";"";"-790228,52";"-0,01%";"-1,1%";"-0,44%";"3,08%";"7,92%";"7,03%";"7,14%"
"2012/01/13";"3,130343";"15346089008,910011";"";"5830841,2";"0,04%";"-1,02%";"-0,36%";"3,13%";"8,14%";"7,16%";"7,15%"
"2012/01/12";"3,135363";"15364858697,42761";"";"3155974,62";"0,02%";"-0,79%";"-0,2%";"3,41%";"8,19%";"7,19%";"7,17%"
"2012/01/11";"3,128326";"15327224959,923012";"";"45845,44";"0%";"-0,94%";"-0,41%";"3,35%";"8,16%";"7,13%";"7,15%"
"2012/01/10";"3,120332";"15288012649,789822";"";"-3199736,54";"-0,02%";"-1,17%";"-0,61%";"3,21%";"8,07%";"6,98%";"7,12%"
"2012/01/09";"3,125291";"15315514006,23137";"";"-9262823,53";"-0,06%";"-0,91%";"-0,45%";"3,37%";"8,13%";"6,99%";"7,14%"
"2012/01/06";"3,123781";"15317372587,081911";"";"1788352,5";"0,01%";"-0,91%";"-0,44%";"3,29%";"7,91%";"6,98%";"7,14%"
